CodeForces average performance (100 contests, top-50):
110, 54: 0.6532816326530615, 5.31s
110, 55.5: 0.6532163265306123, 5.254s
110, 57: 0.6524816326530614, 5.322s
110, 58.5: 0.6519673469387754, 5.342s
110, 60: 0.6517795918367348, 5.272s
110, 61.5: 0.6510204081632655, 5.228s
110, 63: 0.649942857142857, 5.282s
110, 64.5: 0.649934693877551, 5.291s
110, 66: 0.6492408163265305, 5.255s
110, 67.5: 0.6489224489795917, 5.195s
110, 69: 0.6476816326530611, 5.137s
110, 70.5: 0.6466938775510205, 5.171s
110, 72: 0.645722448979592, 5.201s
110, 73.5: 0.6451755102040816, 5.24s
110, 75: 0.6438857142857143, 5.399s
110, 76.5: 0.6426367346938775, 5.243s
110, 78: 0.6417959183673467, 5.213s
110, 79.5: 0.6410612244897961, 5.205s
110, 81: 0.6400571428571427, 5.306s
115, 37.5: 0.6570857142857142, 6.423s
115, 39: 0.6567510204081635, 5.011s
115, 40.5: 0.656530612244898, 4.876s
115, 42: 0.6566938775510204, 5.387s
115, 43.5: 0.6566448979591836, 5.286s
115, 45: 0.6563755102040817, 5.188s
115, 46.5: 0.6561551020408166, 6.374s
115, 48: 0.6558122448979593, 4.91s
115, 49.5: 0.6554122448979594, 4.888s
115, 51: 0.6550122448979594, 4.848s
115, 52.5: 0.6544489795918369, 4.847s
115, 54: 0.6539183673469385, 4.779s
115, 55.5: 0.6534938775510206, 4.884s
115, 57: 0.6531346938775512, 4.766s
115, 58.5: 0.6524897959183674, 4.802s
115, 60: 0.6523102040816326, 4.751s
115, 61.5: 0.6516897959183672, 4.788s
115, 63: 0.6510530612244897, 4.736s
115, 64.5: 0.6501387755102042, 4.746s
115, 66: 0.6496897959183673, 4.727s
115, 67.5: 0.6493795918367347, 4.709s
115, 69: 0.6488244897959181, 4.775s
115, 70.5: 0.6480897959183675, 4.746s
115, 72: 0.6473632653061224, 4.72s
115, 73.5: 0.6464979591836735, 4.874s
115, 75: 0.6456244897959184, 4.739s
115, 76.5: 0.6446530612244898, 4.94s
115, 78: 0.6437387755102041, 4.835s
115, 79.5: 0.6426612244897957, 4.735s
115, 81: 0.6416734693877549, 5.685s
120, 37.5: 0.657289795918367, 5.237s
120, 39: 0.6569387755102041, 4.894s
120, 40.5: 0.656783673469388, 4.986s
120, 42: 0.6568979591836733, 4.978s
120, 43.5: 0.6567020408163267, 4.864s
120, 45: 0.6566448979591839, 4.877s
120, 46.5: 0.6562367346938776, 4.837s
120, 48: 0.6560489795918366, 4.801s
120, 49.5: 0.6559591836734695, 4.819s
120, 51: 0.6551918367346939, 4.78s
120, 52.5: 0.6547346938775509, 4.838s
120, 54: 0.6546204081632654, 5.445s
120, 55.5: 0.653991836734694, 7.015s
120, 57: 0.6535510204081636, 4.914s
120, 58.5: 0.6530285714285714, 4.975s
120, 60: 0.6523673469387755, 4.917s
120, 61.5: 0.6521795918367349, 4.743s
120, 63: 0.6515591836734694, 4.709s
120, 64.5: 0.6510122448979591, 4.704s
120, 66: 0.650604081632653, 4.761s
120, 67.5: 0.6499755102040816, 4.756s
120, 69: 0.6495346938775513, 4.791s
120, 70.5: 0.6491591836734691, 4.745s
120, 72: 0.6487836734693879, 4.698s
120, 73.5: 0.6477632653061225, 4.712s
120, 75: 0.6470857142857142, 4.693s
120, 76.5: 0.6460979591836735, 4.678s
120, 78: 0.6455183673469391, 4.728s
120, 79.5: 0.6447183673469385, 4.682s
120, 81: 0.6436326530612247, 4.699s
125, 37.5: 0.6572244897959186, 4.774s
125, 39: 0.6571755102040814, 4.856s
125, 40.5: 0.6569142857142858, 4.789s
125, 42: 0.6567020408163263, 4.829s
125, 43.5: 0.6568816326530614, 4.788s
125, 45: 0.6567591836734692, 4.81s
125, 46.5: 0.6565224489795921, 4.798s
125, 48: 0.6564734693877549, 4.762s
125, 49.5: 0.656261224489796, 4.758s
125, 51: 0.655885714285714, 4.755s
125, 52.5: 0.6555428571428572, 4.744s
125, 54: 0.6546612244897956, 4.726s
125, 55.5: 0.654669387755102, 4.728s
125, 57: 0.6542448979591837, 4.804s
125, 58.5: 0.6536000000000002, 4.726s
125, 60: 0.6530367346938776, 4.792s
125, 61.5: 0.6527183673469383, 4.719s
125, 63: 0.6522693877551019, 4.72s
125, 64.5: 0.651404081632653, 4.708s
125, 66: 0.6509306122448977, 4.704s
125, 67.5: 0.6507918367346938, 4.675s
125, 69: 0.650122448979592, 4.685s
125, 70.5: 0.6496408163265309, 4.699s
125, 72: 0.6491836734693878, 4.681s
125, 73.5: 0.6487591836734693, 4.687s
125, 75: 0.6484734693877549, 4.681s
125, 76.5: 0.6479183673469388, 4.84s
125, 78: 0.6466448979591835, 4.702s
125, 79.5: 0.6458367346938776, 4.7s
125, 81: 0.645020408163265, 4.676s
130, 37.5: 0.6571591836734693, 4.803s
130, 39: 0.657208163265306, 4.757s
130, 40.5: 0.6570693877551023, 4.764s
130, 42: 0.6567755102040819, 4.761s
130, 43.5: 0.6567755102040814, 4.752s
130, 45: 0.6567918367346938, 4.77s
130, 46.5: 0.656677551020408, 5.05s
130, 48: 0.6565387755102043, 4.757s
130, 49.5: 0.6561632653061226, 4.724s
130, 51: 0.6559918367346941, 4.721s
130, 52.5: 0.6558775510204083, 4.722s
130, 54: 0.6554857142857144, 4.718s
130, 55.5: 0.6548734693877549, 4.762s
130, 57: 0.6548816326530613, 4.702s
130, 58.5: 0.6543918367346937, 4.69s
130, 60: 0.6534693877551021, 4.722s
130, 61.5: 0.6530204081632652, 4.96s
130, 63: 0.652669387755102, 4.77s
130, 64.5: 0.6521551020408164, 4.967s
130, 66: 0.6513877551020408, 4.622s
130, 67.5: 0.651330612244898, 4.605s
130, 69: 0.6505714285714288, 4.598s
130, 70.5: 0.6503591836734692, 4.606s
130, 72: 0.6498285714285711, 4.681s
130, 73.5: 0.6494612244897957, 4.612s
130, 75: 0.6489551020408166, 4.644s
130, 76.5: 0.6486367346938775, 5.292s
130, 78: 0.648114285714286, 5.463s
130, 79.5: 0.647420408163265, 6.726s
130, 81: 0.6465795918367349, 5.654s
135, 37.5: 0.657314285714286, 4.931s
135, 39: 0.6573061224489795, 6.587s
135, 40.5: 0.6571591836734695, 4.95s
135, 42: 0.656938775510204, 4.96s
135, 43.5: 0.6567591836734694, 5.103s
135, 45: 0.6566857142857142, 4.992s
135, 46.5: 0.656661224489796, 4.782s
135, 48: 0.6565142857142857, 4.715s
135, 49.5: 0.6564163265306122, 4.773s
135, 51: 0.6561795918367346, 4.733s
135, 52.5: 0.6559428571428573, 4.766s
135, 54: 0.6558775510204081, 4.712s
135, 55.5: 0.6556081632653061, 4.702s
135, 57: 0.6550938775510207, 4.844s
135, 58.5: 0.6547183673469387, 4.85s
135, 60: 0.6541224489795922, 4.693s
135, 61.5: 0.6534612244897958, 4.679s
135, 63: 0.653142857142857, 4.711s
135, 64.5: 0.6525551020408163, 4.715s
135, 66: 0.6521632653061223, 4.803s
135, 67.5: 0.6516081632653061, 4.66s
135, 69: 0.6513306122448982, 4.659s
135, 70.5: 0.6508081632653061, 4.681s
135, 72: 0.6503265306122447, 4.682s
135, 73.5: 0.6498367346938777, 4.654s
135, 75: 0.6496408163265308, 4.677s
135, 76.5: 0.6494285714285717, 4.652s
135, 78: 0.6488816326530611, 4.639s
135, 79.5: 0.6484816326530612, 4.753s
135, 81: 0.6476000000000002, 4.767s
140, 37.5: 0.6574693877551023, 4.721s
140, 39: 0.6570775510204082, 4.749s
140, 40.5: 0.6571673469387755, 4.714s
140, 42: 0.6571673469387754, 4.712s
140, 43.5: 0.657102040816327, 4.715s
140, 45: 0.6571510204081636, 4.73s
140, 46.5: 0.6569714285714287, 4.781s
140, 48: 0.6565795918367349, 4.728s
140, 49.5: 0.6564244897959182, 4.696s
140, 51: 0.6562204081632653, 4.698s
140, 52.5: 0.6560489795918365, 4.687s
140, 54: 0.6557224489795922, 4.695s
140, 55.5: 0.6554040816326531, 4.697s
140, 57: 0.6552897959183674, 4.669s
140, 58.5: 0.6550122448979592, 4.684s
140, 60: 0.6545469387755102, 4.671s
140, 61.5: 0.6538367346938776, 4.69s
140, 63: 0.6535836734693877, 4.694s
140, 64.5: 0.6531102040816326, 4.661s
140, 66: 0.6527918367346938, 4.662s
140, 67.5: 0.6523591836734695, 4.635s
140, 69: 0.6519673469387753, 4.639s
140, 70.5: 0.6512734693877552, 4.666s
140, 72: 0.6508653061224484, 4.662s
140, 73.5: 0.6504244897959182, 4.644s
140, 75: 0.6502122448979593, 4.666s
140, 76.5: 0.6494122448979589, 4.632s
140, 78: 0.6496163265306123, 4.737s
140, 79.5: 0.6493142857142853, 4.645s
140, 81: 0.6487591836734694, 4.675s
145, 37.5: 0.6572000000000001, 4.686s
145, 39: 0.6568653061224491, 4.736s
145, 40.5: 0.6567183673469384, 4.98s
145, 42: 0.6566285714285713, 5.357s
145, 43.5: 0.656473469387755, 5.084s
145, 45: 0.656734693877551, 4.813s
145, 46.5: 0.6565387755102041, 4.847s
145, 48: 0.6565959183673468, 4.829s
145, 49.5: 0.6562938775510203, 4.808s
145, 51: 0.6560489795918367, 4.699s
145, 52.5: 0.6557551020408162, 4.726s
145, 54: 0.6557632653061224, 4.695s
145, 55.5: 0.6552163265306123, 4.71s
145, 57: 0.6553469387755103, 4.696s
145, 58.5: 0.6552244897959183, 4.696s
145, 60: 0.6549306122448981, 4.666s
145, 61.5: 0.654391836734694, 4.663s
145, 63: 0.6537061224489794, 5.553s
145, 64.5: 0.6534285714285712, 4.675s
145, 66: 0.6533142857142857, 4.676s
145, 67.5: 0.652775510204082, 4.659s
145, 69: 0.6524653061224491, 4.636s
145, 70.5: 0.6521387755102043, 4.661s
145, 72: 0.6516979591836737, 4.649s
145, 73.5: 0.6512734693877548, 6.585s
145, 75: 0.650865306122449, 5.732s
145, 76.5: 0.6504408163265307, 4.88s
145, 78: 0.6496, 4.989s
145, 79.5: 0.6494367346938776, 5.019s
145, 81: 0.649608163265306, 4.911s
150, 37.5: 0.6570530612244897, 5.435s
150, 39: 0.6568653061224488, 5.409s
150, 40.5: 0.6566367346938773, 4.958s
150, 42: 0.6566040816326533, 5.198s
150, 43.5: 0.6565959183673471, 5.018s
150, 45: 0.6566367346938775, 5.27s
150, 46.5: 0.656718367346939, 5.11s
150, 48: 0.6565469387755103, 4.997s
150, 49.5: 0.6563020408163266, 5.182s
150, 51: 0.6563102040816327, 4.807s
150, 52.5: 0.656065306122449, 4.761s
150, 54: 0.6558367346938776, 4.767s
150, 55.5: 0.6559020408163267, 4.768s
150, 57: 0.6555020408163266, 4.694s
150, 58.5: 0.6555673469387757, 5.065s
150, 60: 0.6554857142857142, 5.839s
150, 61.5: 0.6550122448979591, 5.233s
150, 63: 0.6544326530612241, 5.648s
150, 64.5: 0.6541959183673469, 5.61s
150, 66: 0.6537551020408163, 5.535s
150, 67.5: 0.6535020408163263, 5.527s
150, 69: 0.653004081632653, 5.257s
150, 70.5: 0.6527020408163265, 5.16s
150, 72: 0.6523673469387755, 4.811s
150, 73.5: 0.651861224489796, 4.781s
150, 75: 0.6514530612244898, 4.754s
150, 76.5: 0.6510693877551021, 4.73s
150, 78: 0.6506285714285712, 4.742s
150, 79.5: 0.6501142857142859, 4.754s
150, 81: 0.6493632653061225, 4.974s
155, 37.5: 0.6565714285714286, 6.635s
155, 39: 0.656604081632653, 5.698s
155, 40.5: 0.656457142857143, 5.26s
155, 42: 0.6565142857142859, 4.914s
155, 43.5: 0.6564653061224491, 5.826s
155, 45: 0.6563836734693876, 5.474s
155, 46.5: 0.6564571428571427, 5.77s
155, 48: 0.6564816326530614, 5.017s
155, 49.5: 0.6565877551020409, 4.941s
155, 51: 0.6563673469387754, 4.743s
155, 52.5: 0.6562612244897958, 4.706s
155, 54: 0.6559346938775511, 5.431s
155, 55.5: 0.6557061224489797, 4.733s
155, 57: 0.6557551020408166, 5.149s
155, 58.5: 0.655387755102041, 5.87s
155, 60: 0.6554857142857142, 5.985s
155, 61.5: 0.6553959183673467, 5.669s
155, 63: 0.6550040816326527, 6.092s
155, 64.5: 0.6543428571428569, 5.2s
155, 66: 0.6541142857142858, 7.782s
155, 67.5: 0.6536816326530612, 5.838s
155, 69: 0.6533224489795919, 5.698s
155, 70.5: 0.6530204081632656, 5.75s
155, 72: 0.6525061224489798, 5.703s
155, 73.5: 0.6523183673469392, 6.608s
155, 75: 0.6520081632653061, 6.83s
155, 76.5: 0.6515755102040819, 6.923s
155, 78: 0.6514938775510203, 6.633s
155, 79.5: 0.6509224489795916, 6.603s
155, 81: 0.6502285714285714, 6.893s
160, 37.5: 0.6563673469387759, 6.895s
160, 39: 0.6563428571428576, 7.259s
160, 40.5: 0.6562122448979594, 6.759s
160, 42: 0.6562285714285714, 6.944s
160, 43.5: 0.6562775510204084, 6.858s
160, 45: 0.656187755102041, 6.759s
160, 46.5: 0.6562775510204081, 6.839s
160, 48: 0.6562938775510204, 6.784s
160, 49.5: 0.656326530612245, 6.77s
160, 51: 0.6563755102040819, 6.963s
160, 52.5: 0.6561551020408163, 6.822s
160, 54: 0.656057142857143, 6.767s
160, 55.5: 0.6558775510204083, 6.828s
160, 57: 0.655795918367347, 6.761s
160, 58.5: 0.6556163265306121, 6.82s
160, 60: 0.6554367346938774, 6.808s
160, 61.5: 0.6553959183673469, 6.928s
160, 63: 0.6552734693877548, 6.814s
160, 64.5: 0.6547591836734693, 6.867s
160, 66: 0.6541714285714284, 6.769s
160, 67.5: 0.6539591836734694, 6.761s
160, 69: 0.6536571428571429, 7.478s
160, 70.5: 0.6534448979591838, 6.866s
160, 72: 0.6530122448979592, 6.78s
160, 73.5: 0.6526612244897959, 6.736s
160, 75: 0.6524653061224491, 7.138s
160, 76.5: 0.6522040816326533, 6.813s
160, 78: 0.6519918367346941, 6.917s
160, 79.5: 0.6514693877551021, 6.868s
160, 81: 0.6511020408163266, 7.055s
165, 37.5: 0.6563346938775513, 6.805s
165, 39: 0.6562857142857144, 6.736s
165, 40.5: 0.6561959183673471, 6.819s
165, 42: 0.6561469387755103, 6.833s
165, 43.5: 0.6561551020408164, 6.882s
165, 45: 0.6561469387755104, 6.636s
165, 46.5: 0.6562693877551021, 6.657s
165, 48: 0.6562530612244898, 6.746s
165, 49.5: 0.6562693877551022, 6.708s
165, 51: 0.6561877551020409, 6.646s
165, 52.5: 0.656204081632653, 6.994s
165, 54: 0.6559183673469388, 6.789s
165, 55.5: 0.6562693877551018, 6.774s
165, 57: 0.6561142857142856, 6.812s
165, 58.5: 0.6559265306122449, 6.648s
165, 60: 0.6557551020408163, 8.467s
165, 61.5: 0.6551836734693878, 6.611s
165, 63: 0.6551102040816326, 6.57s
165, 64.5: 0.6550857142857142, 6.523s
165, 66: 0.6544244897959182, 6.618s
165, 67.5: 0.6541306122448978, 6.644s
165, 69: 0.6540408163265308, 6.709s
165, 70.5: 0.6537469387755104, 6.719s
165, 72: 0.653616326530612, 6.717s
165, 73.5: 0.65330612244898, 8.841s
165, 75: 0.6529469387755106, 8.543s
165, 76.5: 0.6526938775510207, 6.556s
165, 78: 0.6523755102040818, 6.017s
165, 79.5: 0.6520408163265309, 6.633s
165, 81: 0.6517224489795919, 6.168s
170, 37.5: 0.6560897959183671, 6.053s
170, 39: 0.6561551020408166, 6.005s
170, 40.5: 0.6559836734693881, 6.027s
170, 42: 0.655983673469388, 6.649s
170, 43.5: 0.6559999999999999, 6.105s
170, 45: 0.6562285714285717, 6.112s
170, 46.5: 0.6560979591836735, 6.433s
170, 48: 0.6561387755102043, 6.465s
170, 49.5: 0.656261224489796, 6.269s
170, 51: 0.6563673469387754, 6.342s
170, 52.5: 0.6563428571428573, 6.354s
170, 54: 0.6561877551020409, 6.028s
170, 55.5: 0.656195918367347, 6.06s
170, 57: 0.6561142857142858, 6.111s
170, 58.5: 0.6559918367346939, 5.973s
170, 60: 0.6556734693877553, 6.001s
170, 61.5: 0.6556244897959186, 6.861s
170, 63: 0.6552816326530614, 6.367s
170, 64.5: 0.6550693877551019, 6.213s
170, 66: 0.6550204081632652, 7.584s
170, 67.5: 0.6543591836734696, 6.834s
170, 69: 0.654130612244898, 6.244s
170, 70.5: 0.6541959183673468, 6.905s
170, 72: 0.6538938775510205, 7.527s
170, 73.5: 0.6537795918367348, 7.298s
170, 75: 0.6536244897959186, 7.655s
170, 76.5: 0.6531673469387755, 6.809s
170, 78: 0.6529224489795922, 6.777s
170, 79.5: 0.6524489795918368, 6.613s
170, 81: 0.6522612244897961, 7.055s
175, 37.5: 0.6562448979591836, 6.539s
175, 39: 0.6563346938775513, 6.513s
175, 40.5: 0.6561387755102043, 6.596s
175, 42: 0.6560979591836736, 6.538s
175, 43.5: 0.6561142857142858, 6.553s
175, 45: 0.6561795918367348, 6.467s
175, 46.5: 0.656138775510204, 6.697s
175, 48: 0.6561387755102044, 7.607s
175, 49.5: 0.65625306122449, 7.398s
175, 51: 0.6562857142857144, 6.926s
175, 52.5: 0.6564979591836733, 7.185s
175, 54: 0.6565224489795918, 7.145s
175, 55.5: 0.6563510204081632, 6.937s
175, 57: 0.6562693877551018, 6.751s
175, 58.5: 0.6561551020408164, 6.773s
175, 60: 0.6560000000000004, 7.109s
175, 61.5: 0.6556489795918367, 8.625s
175, 63: 0.6556163265306122, 7.272s
175, 64.5: 0.6552244897959185, 6.85s
175, 66: 0.6552408163265308, 9.076s
175, 67.5: 0.6548897959183675, 7.711s
175, 69: 0.6544163265306123, 8.47s
175, 70.5: 0.6542367346938772, 6.117s
175, 72: 0.6542040816326531, 6.445s
175, 73.5: 0.6540244897959184, 6.701s
175, 75: 0.654187755102041, 6.736s
175, 76.5: 0.6537142857142858, 7.827s
175, 78: 0.6533714285714288, 7.565s
175, 79.5: 0.652930612244898, 7.427s
175, 81: 0.6524653061224488, 6.326s
180, 37.5: 0.6561551020408164, 6.248s
180, 39: 0.6561387755102043, 6.563s
180, 40.5: 0.6558775510204083, 7.22s
180, 42: 0.6559836734693877, 6.441s
180, 43.5: 0.6560000000000002, 5.926s
180, 45: 0.6560081632653065, 5.935s
180, 46.5: 0.6560489795918372, 5.918s
180, 48: 0.6561632653061222, 5.914s
180, 49.5: 0.6563346938775508, 6.012s
180, 51: 0.6563836734693876, 5.935s
180, 52.5: 0.6562122448979593, 5.907s
180, 54: 0.6560897959183672, 5.922s
180, 55.5: 0.6561714285714286, 5.864s
180, 57: 0.6561551020408164, 5.889s
180, 58.5: 0.6560326530612243, 6.033s
180, 60: 0.655991836734694, 5.871s
180, 61.5: 0.6557877551020412, 5.983s
180, 63: 0.6556734693877553, 5.965s
180, 64.5: 0.6554857142857144, 5.943s
180, 66: 0.6552244897959184, 6.39s
180, 67.5: 0.6549877551020412, 5.971s
180, 69: 0.6547836734693881, 5.834s
180, 70.5: 0.6544734693877554, 5.795s
180, 72: 0.6543673469387755, 5.835s
180, 73.5: 0.6544897959183672, 5.792s
180, 75: 0.6541795918367348, 5.79s
180, 76.5: 0.6541714285714286, 5.834s
180, 78: 0.653820408163265, 5.773s
180, 79.5: 0.6534285714285715, 5.948s
180, 81: 0.6531346938775511, 5.951s
185, 37.5: 0.6560408163265307, 5.868s
185, 39: 0.656057142857143, 5.936s
185, 40.5: 0.6558530612244899, 5.974s
185, 42: 0.6558938775510206, 5.952s
185, 43.5: 0.6558530612244899, 5.939s
185, 45: 0.6559591836734695, 5.996s
185, 46.5: 0.6558938775510204, 5.914s
185, 48: 0.6560326530612245, 5.841s
185, 49.5: 0.6559346938775512, 5.953s
185, 51: 0.6560816326530611, 5.929s
185, 52.5: 0.6560653061224494, 6.142s
185, 54: 0.6561142857142859, 6.02s
185, 55.5: 0.6559836734693877, 5.991s
185, 57: 0.6560081632653061, 5.981s
185, 58.5: 0.6559999999999998, 5.965s
185, 60: 0.6557959183673467, 6.021s
185, 61.5: 0.6557306122448978, 5.959s
185, 63: 0.6556163265306124, 5.919s
185, 64.5: 0.6554775510204084, 5.913s
185, 66: 0.6555102040816323, 5.964s
185, 67.5: 0.6551428571428572, 5.883s
185, 69: 0.6546938775510205, 6.03s
185, 70.5: 0.6546938775510206, 5.996s
185, 72: 0.6546367346938776, 5.929s
185, 73.5: 0.6546938775510205, 5.883s
185, 75: 0.6543102040816327, 5.973s
185, 76.5: 0.6541877551020409, 5.955s
185, 78: 0.6540571428571431, 5.918s
185, 79.5: 0.6537714285714287, 6.103s
185, 81: 0.6534938775510203, 6.092s
190, 37.5: 0.6557632653061226, 5.944s
190, 39: 0.6558448979591838, 5.904s
190, 40.5: 0.655722448979592, 5.842s
190, 42: 0.6557877551020407, 5.983s
190, 43.5: 0.655942857142857, 5.812s
190, 45: 0.6560408163265308, 5.894s
190, 46.5: 0.6560408163265304, 5.863s
190, 48: 0.6559591836734697, 5.891s
190, 49.5: 0.6557551020408163, 5.937s
190, 51: 0.6556979591836735, 6.015s
190, 52.5: 0.656057142857143, 5.973s
190, 54: 0.6559346938775512, 6.005s
190, 55.5: 0.6560244897959185, 6.54s
190, 57: 0.6559510204081633, 5.93s
190, 58.5: 0.6558285714285713, 6.009s
190, 60: 0.6559265306122449, 6.062s
190, 61.5: 0.6559102040816326, 6.011s
190, 63: 0.6559183673469389, 6.149s
190, 64.5: 0.6557306122448981, 5.968s
190, 66: 0.6555673469387758, 5.962s
190, 67.5: 0.6553714285714285, 6.191s
190, 69: 0.6548244897959186, 6.278s
190, 70.5: 0.6548816326530614, 5.895s
190, 72: 0.6547836734693878, 5.951s
190, 73.5: 0.6544734693877552, 5.903s
190, 75: 0.6544244897959183, 6.449s
190, 76.5: 0.6541714285714285, 5.627s
190, 78: 0.653983673469388, 5.821s
190, 79.5: 0.6540081632653062, 6.027s
190, 81: 0.6536408163265308, 6.137s
195, 37.5: 0.6557551020408163, 5.989s
195, 39: 0.6557142857142857, 6.085s
195, 40.5: 0.6556734693877551, 6.089s
195, 42: 0.6556244897959184, 6.09s
195, 43.5: 0.6556000000000002, 6.176s
195, 45: 0.6556489795918368, 6.202s
195, 46.5: 0.6557551020408163, 6.228s
195, 48: 0.6558367346938779, 6.125s
195, 49.5: 0.6558285714285716, 6.12s
195, 51: 0.6559510204081631, 6.134s
195, 52.5: 0.6559755102040815, 6.111s
195, 54: 0.6559591836734691, 6.184s
195, 55.5: 0.6560326530612244, 6.108s
195, 57: 0.6558122448979593, 6.164s
195, 58.5: 0.6559428571428572, 6.112s
195, 60: 0.6559020408163265, 6.174s
195, 61.5: 0.655918367346939, 6.174s
195, 63: 0.6557224489795914, 6.122s
195, 64.5: 0.655665306122449, 6.284s
195, 66: 0.6555102040816326, 7.084s
195, 67.5: 0.6553877551020406, 8.982s
195, 69: 0.6550857142857143, 6.264s
195, 70.5: 0.6548163265306122, 6.217s
195, 72: 0.6546285714285716, 6.193s
195, 73.5: 0.6546204081632656, 6.087s
195, 75: 0.6542367346938777, 6.139s
195, 76.5: 0.654138775510204, 6.076s
195, 78: 0.6538857142857145, 6.186s
195, 79.5: 0.6538448979591834, 6.315s
195, 81: 0.6538448979591839, 6.16s
200, 37.5: 0.6555755102040817, 6.234s
200, 39: 0.6555673469387755, 6.169s
200, 40.5: 0.6555428571428572, 6.22s
200, 42: 0.6556000000000001, 6.157s
200, 43.5: 0.6555020408163265, 6.167s
200, 45: 0.6556897959183675, 6.163s
200, 46.5: 0.6557224489795916, 6.187s
200, 48: 0.6557224489795922, 6.254s
200, 49.5: 0.6558040816326534, 6.202s
200, 51: 0.6559020408163266, 6.063s
200, 52.5: 0.6560081632653061, 6.106s
200, 54: 0.6559918367346941, 6.111s
200, 55.5: 0.6560326530612245, 6.21s
200, 57: 0.6559428571428573, 6.181s
200, 58.5: 0.6557714285714289, 6.088s
200, 60: 0.6557387755102042, 6.136s
200, 61.5: 0.6557387755102042, 6.166s
200, 63: 0.6555673469387752, 6.245s
200, 64.5: 0.6555836734693878, 6.18s
200, 66: 0.6555510204081634, 6.093s
200, 67.5: 0.6555428571428572, 6.142s
200, 69: 0.6552979591836737, 6.117s
200, 70.5: 0.6547510204081634, 6.129s
200, 72: 0.6547755102040814, 6.116s
200, 73.5: 0.6545224489795918, 6.218s
200, 75: 0.6543836734693877, 6.128s
200, 76.5: 0.6541877551020409, 6.181s
200, 78: 0.6539510204081632, 6.189s
200, 79.5: 0.6538857142857145, 6.094s
200, 81: 0.6537387755102038, 6.437s
205, 37.5: 0.6555918367346938, 6.126s
205, 39: 0.655583673469388, 6.424s
205, 40.5: 0.6554857142857142, 6.257s
205, 42: 0.6555020408163265, 6.317s
205, 43.5: 0.6554857142857143, 6.245s
205, 45: 0.6556489795918371, 6.163s
205, 46.5: 0.6556408163265307, 6.308s
205, 48: 0.6556244897959185, 6.264s
205, 49.5: 0.6556816326530616, 6.163s
205, 51: 0.655665306122449, 6.28s
205, 52.5: 0.6556816326530611, 6.148s
205, 54: 0.6559183673469388, 6.218s
205, 55.5: 0.6558857142857143, 6.227s
205, 57: 0.6559265306122449, 6.206s
205, 58.5: 0.6559510204081634, 6.188s
205, 60: 0.6557877551020408, 6.163s
205, 61.5: 0.6558204081632654, 6.234s
205, 63: 0.655608163265306, 6.198s
205, 64.5: 0.6556816326530611, 6.322s
205, 66: 0.6556408163265306, 6.24s
205, 67.5: 0.6556897959183675, 6.333s
205, 69: 0.6554857142857141, 6.225s
205, 70.5: 0.6553061224489797, 6.139s
205, 72: 0.6549224489795918, 6.151s
205, 73.5: 0.654742857142857, 6.221s
205, 75: 0.6544244897959182, 6.244s
205, 76.5: 0.6542204081632651, 6.201s
205, 78: 0.6540816326530613, 6.128s
205, 79.5: 0.653812244897959, 6.259s
205, 81: 0.6533714285714289, 6.312s
210, 37.5: 0.6555591836734694, 6.108s
210, 39: 0.6554448979591838, 6.158s
210, 40.5: 0.655461224489796, 6.14s
210, 42: 0.6555755102040819, 6.154s
210, 43.5: 0.6555428571428572, 6.252s
210, 45: 0.6554857142857147, 6.199s
210, 46.5: 0.6554938775510205, 6.226s
210, 48: 0.6554775510204084, 6.228s
210, 49.5: 0.6556163265306124, 6.271s
210, 51: 0.6556081632653061, 6.113s
210, 52.5: 0.6555428571428572, 6.149s
210, 54: 0.6555265306122451, 6.166s
210, 55.5: 0.6554938775510203, 6.222s
210, 57: 0.6557795918367346, 6.196s
210, 58.5: 0.6557877551020408, 6.035s
210, 60: 0.6556816326530616, 6.033s
210, 61.5: 0.6558040816326535, 6.117s
210, 63: 0.6556816326530615, 6.005s
210, 64.5: 0.6557469387755104, 6.005s
210, 66: 0.6554204081632653, 6.076s
210, 67.5: 0.6554204081632652, 6.135s
210, 69: 0.6554693877551023, 6.125s
210, 70.5: 0.6553551020408164, 6.175s
210, 72: 0.654995918367347, 6.224s
210, 73.5: 0.6546857142857142, 6.177s
210, 75: 0.6544816326530613, 6.579s
210, 76.5: 0.6541714285714284, 6.482s
210, 78: 0.6539510204081631, 6.086s
210, 79.5: 0.6535591836734698, 6.03s
210, 81: 0.6533632653061225, 6.126s
215, 37.5: 0.6556081632653062, 6.035s
215, 39: 0.6555265306122449, 7.324s
215, 40.5: 0.6554612244897962, 6.082s
215, 42: 0.6554285714285716, 6.089s
215, 43.5: 0.6554693877551021, 6.052s
215, 45: 0.6554448979591837, 6.118s
215, 46.5: 0.6554367346938775, 6.158s
215, 48: 0.6554857142857142, 6.2s
215, 49.5: 0.6555102040816326, 6.114s
215, 51: 0.6556163265306124, 6.157s
215, 52.5: 0.6555020408163267, 6.244s
215, 54: 0.6555510204081634, 6.103s
215, 55.5: 0.6556000000000002, 6.043s
215, 57: 0.655542857142857, 6.04s
215, 58.5: 0.6555020408163266, 6.05s
215, 60: 0.6556000000000001, 6.121s
215, 61.5: 0.6556244897959185, 6.178s
215, 63: 0.655665306122449, 6.216s
215, 64.5: 0.6555918367346939, 6.209s
215, 66: 0.6556326530612244, 6.178s
