CodeForces average performance (50 contests, top-50):
200, 95: 0.6724734693877551, 1.288s
200, 100: 0.671608163265306, 1.459s
200, 105: 0.6715428571428571, 1.299s
200, 110: 0.6710040816326531, 1.316s
200, 115: 0.6699755102040815, 1.315s
200, 120: 0.6690448979591836, 1.282s
200, 125: 0.6667591836734695, 1.31s
200, 130: 0.6656163265306124, 1.328s
200, 135: 0.6646204081632652, 1.441s
200, 140: 0.6630693877551019, 1.29s
200, 145: 0.6631346938775509, 1.287s
210, 50: 0.6734204081632652, 1.317s
210, 55: 0.6734204081632652, 1.274s
210, 60: 0.6735510204081634, 1.278s
210, 65: 0.6736816326530612, 1.293s
210, 70: 0.673665306122449, 1.462s
210, 75: 0.673991836734694, 1.309s
210, 80: 0.6735020408163264, 1.288s
210, 85: 0.6731102040816326, 1.286s
210, 90: 0.6726204081632655, 1.461s
210, 95: 0.6730612244897961, 1.322s
210, 100: 0.6718040816326531, 1.542s
210, 105: 0.6711510204081632, 1.325s
210, 110: 0.6714612244897958, 1.293s
210, 115: 0.6705306122448981, 1.621s
210, 120: 0.6695673469387755, 1.968s
210, 125: 0.668391836734694, 1.461s
210, 130: 0.6669551020408163, 1.645s
210, 135: 0.6649959183673468, 1.417s
210, 140: 0.6644571428571431, 1.481s
210, 145: 0.6632000000000001, 1.48s
220, 50: 0.6734367346938777, 1.382s
220, 55: 0.6736326530612246, 1.429s
220, 60: 0.6735510204081632, 1.395s
220, 65: 0.6735836734693877, 1.446s
220, 70: 0.6732897959183672, 1.464s
220, 75: 0.673191836734694, 1.527s
220, 80: 0.673191836734694, 1.282s
220, 85: 0.6731918367346941, 1.288s
220, 90: 0.6727673469387758, 1.31s
220, 95: 0.6722775510204083, 1.273s
220, 100: 0.672130612244898, 1.353s
220, 105: 0.6717224489795917, 1.329s
220, 110: 0.6711836734693877, 1.283s
220, 115: 0.6712163265306121, 1.284s
220, 120: 0.6703673469387756, 1.605s
220, 125: 0.6693061224489796, 1.312s
220, 130: 0.6682285714285715, 1.421s
220, 135: 0.6670204081632654, 1.312s
220, 140: 0.6653877551020406, 1.339s
220, 145: 0.66465306122449, 1.341s
230, 50: 0.6727510204081633, 1.432s
230, 55: 0.6730612244897958, 1.31s
230, 60: 0.6730612244897959, 1.304s
230, 65: 0.6733551020408163, 1.329s
230, 70: 0.673322448979592, 1.292s
230, 75: 0.6733551020408162, 1.321s
230, 80: 0.672881632653061, 1.277s
230, 85: 0.6726857142857143, 1.261s
230, 90: 0.6725224489795916, 1.304s
230, 95: 0.6721959183673468, 1.3s
230, 100: 0.671934693877551, 1.296s
230, 105: 0.6722612244897961, 1.293s
230, 110: 0.6715102040816328, 1.336s
230, 115: 0.670938775510204, 1.318s
230, 120: 0.6706612244897958, 1.297s
230, 125: 0.6699265306122448, 1.474s
230, 130: 0.6684244897959185, 1.29s
230, 135: 0.6679673469387752, 1.304s
230, 140: 0.6673959183673469, 1.296s
230, 145: 0.6653551020408165, 1.325s
240, 50: 0.6729306122448978, 1.285s
240, 55: 0.6729795918367347, 1.266s
240, 60: 0.6728489795918368, 1.312s
240, 65: 0.6731102040816326, 1.416s
240, 70: 0.6729795918367347, 1.286s
240, 75: 0.6727346938775508, 1.289s
240, 80: 0.6724244897959185, 1.275s
240, 85: 0.6724571428571428, 1.269s
240, 90: 0.6722612244897959, 1.317s
240, 95: 0.6723755102040816, 1.282s
240, 100: 0.6718204081632654, 1.283s
240, 105: 0.6719020408163265, 1.305s
240, 110: 0.6716081632653064, 1.265s
240, 115: 0.6710204081632654, 1.404s
240, 120: 0.6708571428571432, 1.284s
240, 125: 0.6702040816326529, 1.285s
240, 130: 0.6696326530612243, 1.301s
240, 135: 0.6682285714285715, 1.292s
240, 140: 0.6679836734693876, 1.316s
240, 145: 0.6673142857142856, 1.286s
250, 50: 0.6728000000000002, 1.487s
250, 55: 0.6729632653061225, 1.285s
250, 60: 0.6724897959183675, 1.297s
250, 65: 0.6725387755102044, 1.318s
250, 70: 0.6727673469387757, 1.316s
250, 75: 0.6726040816326533, 1.32s
250, 80: 0.6725061224489798, 1.319s
250, 85: 0.671934693877551, 1.286s
250, 90: 0.6720979591836733, 1.276s
250, 95: 0.6719673469387756, 1.413s
250, 100: 0.6715428571428573, 1.273s
250, 105: 0.6712979591836737, 1.31s
250, 110: 0.6713142857142859, 1.265s
250, 115: 0.6706285714285714, 1.27s
250, 120: 0.6700734693877552, 1.261s
250, 125: 0.6700244897959187, 1.288s
250, 130: 0.6694693877551019, 1.277s
250, 135: 0.6688163265306123, 1.281s
250, 140: 0.6679836734693878, 1.397s
250, 145: 0.6671999999999998, 1.322s
260, 50: 0.6725877551020407, 1.471s
260, 55: 0.6725387755102041, 1.504s
260, 60: 0.672457142857143, 1.415s
260, 65: 0.6724734693877552, 1.488s
260, 70: 0.6721469387755102, 1.484s
260, 75: 0.6722612244897961, 1.526s
260, 80: 0.6721795918367348, 1.475s
260, 85: 0.671934693877551, 1.521s
260, 90: 0.6716734693877552, 1.482s
260, 95: 0.6708244897959185, 1.556s
260, 100: 0.6706122448979593, 1.617s
260, 105: 0.6707102040816327, 1.756s
260, 110: 0.6704816326530612, 1.799s
260, 115: 0.6702040816326531, 1.835s
260, 120: 0.6700897959183674, 2.072s
260, 125: 0.6695836734693877, 1.757s
260, 130: 0.6696000000000001, 1.62s
260, 135: 0.6688489795918364, 1.575s
260, 140: 0.6686530612244898, 1.651s
260, 145: 0.6673469387755102, 1.836s
270, 50: 0.6725714285714285, 1.553s
270, 55: 0.6725061224489798, 1.719s
270, 60: 0.6725224489795919, 1.731s
270, 65: 0.6723265306122451, 1.524s
270, 70: 0.671934693877551, 1.601s
270, 75: 0.6720653061224489, 1.792s
270, 80: 0.6715428571428571, 1.466s
270, 85: 0.6713469387755101, 1.497s
270, 90: 0.671118367346939, 1.676s
270, 95: 0.6709061224489795, 1.815s
270, 100: 0.6706612244897961, 1.413s
270, 105: 0.6700734693877551, 1.456s
270, 110: 0.6704326530612245, 1.479s
270, 115: 0.6699591836734693, 1.538s
270, 120: 0.6698612244897959, 1.464s
270, 125: 0.6692244897959186, 1.41s
270, 130: 0.6688163265306122, 1.486s
270, 135: 0.6688163265306123, 1.413s
270, 140: 0.6683265306122449, 1.62s
270, 145: 0.667934693877551, 1.45s
280, 50: 0.67185306122449, 1.429s
280, 55: 0.67185306122449, 1.446s
280, 60: 0.6717551020408165, 1.466s
280, 65: 0.6716897959183673, 1.426s
280, 70: 0.6712653061224491, 1.405s
280, 75: 0.6709877551020407, 1.572s
280, 80: 0.6710530612244899, 1.438s
280, 85: 0.6711020408163263, 1.412s
280, 90: 0.6708081632653061, 1.424s
280, 95: 0.6709551020408162, 1.613s
280, 100: 0.6708081632653061, 1.379s
280, 105: 0.6701224489795918, 1.389s
280, 110: 0.6700734693877551, 1.428s
280, 115: 0.6699265306122448, 1.399s
280, 120: 0.6692408163265305, 1.441s
280, 125: 0.6693224489795919, 1.414s
280, 130: 0.6687510204081633, 1.372s
280, 135: 0.668195918367347, 1.617s
280, 140: 0.6680000000000001, 1.452s
280, 145: 0.6675265306122449, 1.546s
290, 50: 0.6712816326530612, 1.468s
290, 55: 0.6712163265306121, 1.407s
290, 60: 0.6712979591836736, 1.497s
290, 65: 0.6709061224489795, 1.441s
290, 70: 0.6708081632653061, 1.763s
290, 75: 0.6706775510204082, 1.687s
290, 80: 0.670612244897959, 1.556s
290, 85: 0.6707428571428571, 1.577s
290, 90: 0.6705142857142856, 1.577s
290, 95: 0.6710857142857141, 1.5s
290, 100: 0.6706612244897958, 1.612s
290, 105: 0.6698122448979593, 1.729s
290, 110: 0.6697469387755102, 1.548s
290, 115: 0.6695673469387755, 1.382s
290, 120: 0.669208163265306, 1.657s
290, 125: 0.6688163265306123, 1.618s
290, 130: 0.6682122448979593, 1.546s
290, 135: 0.6681142857142857, 1.45s
290, 140: 0.6676734693877552, 1.451s
290, 145: 0.6673469387755101, 1.553s
300, 50: 0.6710367346938773, 1.523s
300, 55: 0.6709224489795917, 1.601s
300, 60: 0.6708734693877552, 1.494s
300, 65: 0.6707591836734694, 1.491s
300, 70: 0.6705469387755103, 1.44s
300, 75: 0.6704653061224488, 1.495s
300, 80: 0.670269387755102, 1.415s
300, 85: 0.670187755102041, 1.377s
300, 90: 0.6701551020408164, 1.457s
300, 95: 0.6703673469387755, 1.63s
300, 100: 0.6702367346938778, 1.451s
300, 105: 0.6701224489795918, 1.415s
300, 110: 0.6697142857142857, 1.454s
300, 115: 0.6695346938775512, 1.571s
300, 120: 0.6690775510204081, 1.423s
300, 125: 0.6682775510204081, 1.447s
300, 130: 0.6680979591836735, 1.445s
300, 135: 0.6675755102040817, 1.376s
300, 140: 0.6672979591836736, 1.399s
300, 145: 0.6670530612244895, 1.384s
310, 50: 0.6705142857142854, 1.414s
310, 55: 0.6704163265306122, 1.409s
310, 60: 0.6703673469387756, 1.6s
310, 65: 0.6703836734693877, 1.405s
310, 70: 0.670204081632653, 1.48s
310, 75: 0.6700244897959184, 1.465s
310, 80: 0.6701061224489797, 1.463s
310, 85: 0.6702367346938773, 1.44s
310, 90: 0.670334693877551, 1.57s
310, 95: 0.6703510204081631, 1.472s
310, 100: 0.6700408163265306, 1.412s
310, 105: 0.6702204081632653, 1.422s
310, 110: 0.6696, 1.443s
310, 115: 0.6690775510204082, 1.419s
310, 120: 0.668930612244898, 1.415s
310, 125: 0.6680979591836738, 1.611s
310, 130: 0.6677877551020408, 1.544s
310, 135: 0.6672816326530612, 1.428s
310, 140: 0.6670367346938777, 1.421s
310, 145: 0.6667755102040818, 1.4s
320, 50: 0.6702857142857144, 1.658s
320, 55: 0.6703020408163266, 1.398s
320, 60: 0.6703673469387753, 1.44s
320, 65: 0.670204081632653, 1.39s
320, 70: 0.6700897959183674, 1.437s
320, 75: 0.6700081632653061, 1.389s
320, 80: 0.6699428571428571, 1.409s
320, 85: 0.6696816326530611, 1.396s
320, 90: 0.670057142857143, 1.411s
320, 95: 0.6697632653061225, 1.387s
320, 100: 0.6694367346938777, 1.596s
320, 105: 0.6692081632653061, 1.456s
320, 110: 0.6691918367346941, 1.384s
320, 115: 0.6687673469387757, 1.419s
320, 120: 0.6684734693877553, 1.436s
320, 125: 0.668212244897959, 1.418s
320, 130: 0.6674285714285715, 1.405s
320, 135: 0.6670857142857143, 1.423s
320, 140: 0.6666938775510204, 1.572s
320, 145: 0.6662530612244899, 1.413s
330, 50: 0.6697306122448982, 1.418s
330, 55: 0.6696816326530611, 1.403s
330, 60: 0.6697469387755105, 1.382s
330, 65: 0.669681632653061, 1.441s
330, 70: 0.6695673469387752, 1.399s
330, 75: 0.6692081632653061, 1.42s
330, 80: 0.668865306122449, 1.612s
330, 85: 0.6690938775510201, 1.389s
330, 90: 0.6692897959183675, 1.428s
330, 95: 0.6690938775510203, 1.404s
330, 100: 0.6688979591836735, 1.408s
330, 105: 0.6689306122448981, 1.566s
330, 110: 0.6686204081632654, 1.415s
330, 115: 0.6684408163265304, 1.381s
330, 120: 0.6681142857142857, 1.432s
330, 125: 0.6680979591836734, 1.368s
330, 130: 0.6675918367346937, 1.595s
330, 135: 0.6668244897959182, 1.353s
330, 140: 0.666726530612245, 1.355s
330, 145: 0.6661061224489796, 1.559s
340, 50: 0.6699102040816328, 1.437s
340, 55: 0.6698122448979591, 1.385s
340, 60: 0.6698285714285714, 1.548s
340, 65: 0.6697959183673468, 1.384s
340, 70: 0.6697959183673469, 1.513s
340, 75: 0.6696489795918368, 1.408s
340, 80: 0.6698448979591833, 1.49s
340, 85: 0.6697795918367346, 1.362s
340, 90: 0.6695673469387755, 1.389s
340, 95: 0.6699265306122448, 1.41s
340, 100: 0.669061224489796, 1.38s
340, 105: 0.668457142857143, 1.382s
340, 110: 0.6683591836734696, 1.381s
340, 115: 0.667934693877551, 1.521s
340, 120: 0.6675918367346938, 1.359s
340, 125: 0.6678367346938774, 1.51s
340, 130: 0.6675591836734693, 1.525s
340, 135: 0.6665306122448977, 1.526s
340, 140: 0.6664326530612246, 2.23s
340, 145: 0.6658612244897959, 1.756s
TopCoder average performance (50 contests, top-50):
0.1: 0.6599510204081632, 0.941s
0.2: 0.658465306122449, 0.796s
0.30000000000000004: 0.657534693877551, 0.832s
0.4: 0.6573551020408162, 0.875s
0.5: 0.6580734693877551, 0.919s
0.6000000000000001: 0.6587265306122448, 0.987s
0.7000000000000001: 0.6587918367346941, 0.993s
0.8: 0.6600326530612244, 0.979s
0.9: 0.6609959183673471, 1.01s
1: 0.660457142857143, 0.984s
1.1: 0.66014693877551, 0.987s
1.2000000000000002: 0.6590367346938774, 1.069s
1.3: 0.6590530612244899, 1.224s
1.4000000000000001: 0.6581061224489795, 1.049s
1.5: 0.6586448979591836, 1.05s
1.6: 0.6572244897959184, 1.048s
1.7000000000000002: 0.6578285714285714, 1.15s
1.8: 0.6565551020408162, 1.18s
1.9000000000000001: 0.6574857142857143, 1.113s
TrueSkill average performance (50 contests, top-50):
0.2, 115, 10: 0.6878857142857143, 1.197s
0.2, 115, 15: 0.6872489795918366, 1.108s
0.2, 115, 20: 0.6867428571428573, 1.189s
0.2, 115, 25: 0.6872000000000001, 1.124s
0.2, 115, 30: 0.6864163265306121, 1.137s
0.2, 160, 10: 0.6875265306122451, 1.186s
0.2, 160, 15: 0.6869877551020409, 1.253s
0.2, 160, 20: 0.6871346938775511, 1.127s
0.2, 160, 25: 0.6860408163265305, 1.145s
0.2, 160, 30: 0.6859591836734695, 1.127s
0.2, 205, 10: 0.6846857142857141, 1.247s
0.2, 205, 15: 0.684995918367347, 1.259s
0.2, 205, 20: 0.6846530612244899, 1.13s
0.2, 205, 25: 0.6848979591836735, 1.131s
0.2, 205, 30: 0.6846693877551021, 1.275s
0.2, 250, 10: 0.683804081632653, 1.032s
0.2, 250, 15: 0.6840489795918367, 1.105s
0.2, 250, 20: 0.6837061224489797, 1.262s
0.2, 250, 25: 0.6837877551020409, 1.077s
0.2, 250, 30: 0.683869387755102, 1.146s
0.2, 295, 10: 0.683330612244898, 1.421s
0.2, 295, 15: 0.6835265306122448, 1.109s
0.2, 295, 20: 0.6834285714285716, 1.366s
0.2, 295, 25: 0.6833959183673468, 1.085s
0.2, 295, 30: 0.6833632653061226, 1.045s
0.2, 340, 10: 0.6821061224489796, 1.064s
0.2, 340, 15: 0.6821877551020407, 1.094s
0.2, 340, 20: 0.6818448979591839, 1.055s
0.2, 340, 25: 0.6817795918367346, 1.056s
0.2, 340, 30: 0.6816979591836736, 1.06s
0.4, 115, 10: 0.6879183673469389, 1.048s
0.4, 115, 15: 0.6873306122448978, 1.282s
0.4, 115, 20: 0.6866775510204083, 1.09s
0.4, 115, 25: 0.6875102040816325, 1.075s
0.4, 115, 30: 0.6863510204081632, 1.046s
0.4, 160, 10: 0.6874938775510206, 1.056s
0.4, 160, 15: 0.6870530612244901, 1.052s
0.4, 160, 20: 0.6871183673469389, 1.05s
0.4, 160, 25: 0.6860897959183676, 1.027s
0.4, 160, 30: 0.6860244897959185, 1.042s
0.4, 205, 10: 0.6851265306122449, 1.216s
0.4, 205, 15: 0.6854857142857143, 1.123s
0.4, 205, 20: 0.6850448979591838, 1.068s
0.4, 205, 25: 0.6848816326530612, 1.135s
0.4, 205, 30: 0.6847020408163266, 1.074s
0.4, 250, 10: 0.6838204081632654, 1.079s
0.4, 250, 15: 0.6840489795918367, 1.048s
0.4, 250, 20: 0.6837061224489795, 1.123s
0.4, 250, 25: 0.6838040816326533, 1.328s
0.4, 250, 30: 0.6838367346938776, 1.05s
0.4, 295, 10: 0.6832979591836735, 1.154s
0.4, 295, 15: 0.6834775510204081, 1.089s
0.4, 295, 20: 0.6835755102040818, 1.061s
0.4, 295, 25: 0.6833959183673468, 1.125s
0.4, 295, 30: 0.6833142857142858, 1.081s
0.4, 340, 10: 0.682204081632653, 1.101s
0.4, 340, 15: 0.6822367346938774, 1.061s
0.4, 340, 20: 0.6818612244897961, 1.081s
0.4, 340, 25: 0.6817795918367346, 1.19s
0.4, 340, 30: 0.681665306122449, 1.103s
0.6000000000000001, 115, 10: 0.6879346938775511, 1.117s
0.6000000000000001, 115, 15: 0.6873795918367347, 1.129s
0.6000000000000001, 115, 20: 0.6867428571428573, 1.018s
0.6000000000000001, 115, 25: 0.6875102040816327, 1.067s
0.6000000000000001, 115, 30: 0.6864979591836733, 1.03s
0.6000000000000001, 160, 10: 0.6874448979591838, 1.049s
0.6000000000000001, 160, 15: 0.6871020408163266, 1.098s
0.6000000000000001, 160, 20: 0.6871183673469389, 1.045s
0.6000000000000001, 160, 25: 0.6860734693877553, 1.044s
0.6000000000000001, 160, 30: 0.6859755102040818, 1.064s
0.6000000000000001, 205, 10: 0.6851102040816329, 1.157s
0.6000000000000001, 205, 15: 0.6854857142857144, 1.183s
0.6000000000000001, 205, 20: 0.6850775510204083, 1.055s
0.6000000000000001, 205, 25: 0.6849795918367347, 1.026s
0.6000000000000001, 205, 30: 0.6847673469387756, 1.064s
0.6000000000000001, 250, 10: 0.6838530612244899, 1.037s
0.6000000000000001, 250, 15: 0.6840979591836733, 1.027s
0.6000000000000001, 250, 20: 0.6836897959183673, 1.078s
0.6000000000000001, 250, 25: 0.6838530612244901, 1.044s
0.6000000000000001, 250, 30: 0.6838367346938774, 1.043s
0.6000000000000001, 295, 10: 0.6833469387755103, 1.172s
0.6000000000000001, 295, 15: 0.6835102040816327, 1.071s
0.6000000000000001, 295, 20: 0.6835591836734696, 1.051s
0.6000000000000001, 295, 25: 0.6833795918367345, 1.053s
0.6000000000000001, 295, 30: 0.6833632653061223, 1.048s
0.6000000000000001, 340, 10: 0.6822040816326529, 1.111s
0.6000000000000001, 340, 15: 0.6822857142857139, 1.062s
0.6000000000000001, 340, 20: 0.6818775510204084, 1.062s
0.6000000000000001, 340, 25: 0.6818285714285715, 1.075s
0.6000000000000001, 340, 30: 0.6817142857142856, 1.09s
0.8, 115, 10: 0.6877224489795917, 1.107s
0.8, 115, 15: 0.6872326530612244, 1.051s
0.8, 115, 20: 0.6867102040816326, 1.013s
0.8, 115, 25: 0.6874938775510203, 1.01s
0.8, 115, 30: 0.6864979591836733, 1.042s
0.8, 160, 10: 0.6873959183673467, 1.111s
0.8, 160, 15: 0.6871346938775511, 1.122s
0.8, 160, 20: 0.6871183673469389, 1.043s
0.8, 160, 25: 0.6860897959183673, 1.175s
0.8, 160, 30: 0.6859265306122451, 1.05s
0.8, 205, 10: 0.6851102040816329, 1.103s
0.8, 205, 15: 0.6854530612244898, 1.062s
0.8, 205, 20: 0.685061224489796, 1.022s
0.8, 205, 25: 0.6849795918367347, 1.035s
0.8, 205, 30: 0.6847183673469388, 1.089s
0.8, 250, 10: 0.68385306122449, 1.043s
0.8, 250, 15: 0.684065306122449, 1.044s
0.8, 250, 20: 0.6837224489795918, 1.038s
0.8, 250, 25: 0.6838040816326532, 1.041s
0.8, 250, 30: 0.6838530612244899, 1.185s
0.8, 295, 10: 0.6833632653061223, 1.066s
0.8, 295, 15: 0.6835428571428571, 1.065s
0.8, 295, 20: 0.6835428571428572, 1.064s
0.8, 295, 25: 0.6833795918367346, 1.071s
0.8, 295, 30: 0.6833795918367346, 1.112s
0.8, 340, 10: 0.6822204081632652, 1.081s
0.8, 340, 15: 0.6823183673469384, 1.086s
0.8, 340, 20: 0.6818285714285715, 1.099s
0.8, 340, 25: 0.6818448979591838, 1.061s
0.8, 340, 30: 0.6817795918367346, 1.12s
