CodeForces average performance (50 contests, top-50):
190, 44: 0.6775510204081634, 1.524s
190, 45.5: 0.6775020408163266, 1.834s
190, 47: 0.6773877551020407, 1.481s
190, 48.5: 0.6773061224489797, 1.386s
190, 50: 0.6772408163265307, 1.907s
190, 51.5: 0.677257142857143, 1.906s
190, 53: 0.6773061224489797, 1.433s
190, 54.5: 0.677273469387755, 1.427s
190, 56: 0.6773714285714287, 1.326s
190, 57.5: 0.6771265306122448, 1.261s
190, 59: 0.676995918367347, 1.265s
190, 60.5: 0.6770775510204082, 1.464s
190, 62: 0.676979591836735, 1.303s
190, 63.5: 0.6769306122448979, 1.438s
190, 65: 0.6768163265306122, 1.312s
190, 66.5: 0.6766857142857142, 1.255s
190, 68: 0.6761959183673472, 1.247s
190, 69.5: 0.6760816326530612, 1.244s
190, 71: 0.6758857142857141, 1.238s
195, 27.5: 0.6774530612244899, 1.231s
195, 29: 0.6774530612244899, 1.247s
195, 30.5: 0.6774693877551023, 1.243s
195, 32: 0.6774530612244899, 1.223s
195, 33.5: 0.6772408163265307, 1.393s
195, 35: 0.677257142857143, 1.313s
195, 36.5: 0.677257142857143, 1.281s
195, 38: 0.6772408163265308, 1.311s
195, 39.5: 0.6772408163265308, 1.36s
195, 41: 0.6772081632653064, 1.369s
195, 42.5: 0.6770938775510206, 1.228s
195, 44: 0.6770612244897961, 1.23s
195, 45.5: 0.677061224489796, 1.231s
195, 47: 0.677387755102041, 1.266s
195, 48.5: 0.6773387755102043, 1.22s
195, 50: 0.6773714285714287, 1.23s
195, 51.5: 0.6772408163265305, 1.289s
195, 53: 0.6772244897959182, 1.4s
195, 54.5: 0.6771918367346937, 1.295s
195, 56: 0.6770938775510205, 1.251s
195, 57.5: 0.6769632653061225, 1.235s
195, 59: 0.6767836734693878, 1.236s
195, 60.5: 0.6768489795918368, 1.229s
195, 62: 0.6767020408163265, 1.243s
195, 63.5: 0.6766857142857142, 1.31s
195, 65: 0.6766204081632654, 1.288s
195, 66.5: 0.676669387755102, 1.409s
195, 68: 0.6766204081632654, 1.377s
195, 69.5: 0.6759346938775511, 1.24s
195, 71: 0.6758204081632654, 1.431s
200, 27.5: 0.6768326530612245, 1.275s
200, 29: 0.6768979591836733, 1.319s
200, 30.5: 0.6769142857142857, 1.231s
200, 32: 0.6769306122448978, 1.349s
200, 33.5: 0.6769306122448978, 1.347s
200, 35: 0.67694693877551, 1.323s
200, 36.5: 0.6769142857142857, 1.339s
200, 38: 0.6769306122448981, 1.314s
200, 39.5: 0.6769469387755102, 1.335s
200, 41: 0.676995918367347, 1.236s
200, 42.5: 0.6769795918367347, 1.314s
200, 44: 0.6769632653061224, 1.403s
200, 45.5: 0.6769632653061225, 1.409s
200, 47: 0.676995918367347, 1.478s
200, 48.5: 0.6769306122448979, 1.237s
200, 50: 0.6771591836734694, 1.244s
200, 51.5: 0.6771428571428573, 1.243s
200, 53: 0.6771428571428573, 1.239s
200, 54.5: 0.677126530612245, 1.234s
200, 56: 0.6771428571428573, 1.233s
200, 57.5: 0.6769795918367347, 1.363s
200, 59: 0.6768326530612248, 1.322s
200, 60.5: 0.6765714285714286, 1.228s
200, 62: 0.6764244897959182, 1.422s
200, 63.5: 0.6764734693877551, 1.49s
200, 65: 0.6764897959183677, 1.378s
200, 66.5: 0.6766367346938776, 1.352s
200, 68: 0.6765551020408163, 1.236s
200, 69.5: 0.6762775510204081, 1.363s
200, 71: 0.6759020408163267, 1.328s
205, 27.5: 0.6768816326530613, 1.266s
205, 29: 0.6768979591836736, 1.387s
205, 30.5: 0.6768979591836736, 1.565s
205, 32: 0.6769142857142857, 1.483s
205, 33.5: 0.6768979591836736, 1.373s
205, 35: 0.6768489795918368, 1.499s
205, 36.5: 0.6768489795918368, 1.782s
205, 38: 0.6768326530612245, 1.542s
205, 39.5: 0.6767183673469387, 1.402s
205, 41: 0.6767183673469387, 1.372s
205, 42.5: 0.6766693877551019, 1.625s
205, 44: 0.6766693877551022, 1.559s
205, 45.5: 0.6766040816326532, 1.343s
205, 47: 0.6765551020408165, 1.368s
205, 48.5: 0.6766040816326533, 1.411s
205, 50: 0.6766857142857146, 2.152s
205, 51.5: 0.6766367346938778, 1.872s
205, 53: 0.6768979591836736, 1.333s
205, 54.5: 0.676865306122449, 1.275s
205, 56: 0.6769306122448981, 1.577s
205, 57.5: 0.6768979591836736, 1.282s
205, 59: 0.6767673469387754, 1.311s
205, 60.5: 0.6766367346938776, 1.522s
205, 62: 0.6765224489795918, 1.269s
205, 63.5: 0.6762938775510206, 1.301s
205, 65: 0.6763102040816326, 1.513s
205, 66.5: 0.6763918367346939, 1.68s
205, 68: 0.6764734693877553, 1.559s
205, 69.5: 0.6763755102040815, 1.588s
205, 71: 0.6763591836734695, 1.293s
210, 27.5: 0.6766693877551022, 1.272s
210, 29: 0.6766693877551022, 1.236s
210, 30.5: 0.6766693877551022, 1.238s
210, 32: 0.6766693877551022, 1.496s
210, 33.5: 0.6766367346938776, 1.681s
210, 35: 0.6766693877551022, 1.541s
210, 36.5: 0.6766040816326533, 1.446s
210, 38: 0.6766857142857142, 1.369s
210, 39.5: 0.6766367346938776, 1.413s
210, 41: 0.6766040816326531, 1.348s
210, 42.5: 0.6765877551020409, 1.339s
210, 44: 0.6765714285714286, 1.262s
210, 45.5: 0.6765714285714286, 1.479s
210, 47: 0.6765877551020408, 1.295s
210, 48.5: 0.6765877551020409, 1.262s
210, 50: 0.6765387755102041, 1.309s
210, 51.5: 0.6765061224489797, 1.391s
210, 53: 0.6764081632653063, 1.52s
210, 54.5: 0.6764081632653064, 1.314s
210, 56: 0.676669387755102, 1.465s
210, 57.5: 0.676734693877551, 1.366s
210, 59: 0.6765714285714286, 1.304s
210, 60.5: 0.6765224489795919, 1.28s
210, 62: 0.6765061224489796, 1.322s
210, 63.5: 0.6761306122448981, 1.316s
210, 65: 0.6761306122448981, 1.273s
210, 66.5: 0.6759020408163268, 1.253s
210, 68: 0.6759999999999999, 1.326s
210, 69.5: 0.6762122448979592, 1.322s
210, 71: 0.676130612244898, 1.249s
215, 27.5: 0.6767183673469388, 1.269s
215, 29: 0.676734693877551, 1.396s
215, 30.5: 0.6767510204081634, 1.377s
215, 32: 0.6767673469387756, 1.338s
215, 33.5: 0.6767346938775509, 1.251s
215, 35: 0.6767836734693878, 1.311s
215, 36.5: 0.6768163265306122, 1.306s
215, 38: 0.6768489795918368, 1.268s
215, 39.5: 0.6768163265306123, 1.279s
215, 41: 0.6766040816326532, 1.265s
215, 42.5: 0.6766530612244899, 1.447s
215, 44: 0.6766367346938776, 1.361s
215, 45.5: 0.6765224489795919, 1.341s
215, 47: 0.6765224489795919, 1.505s
215, 48.5: 0.6765224489795919, 1.509s
215, 50: 0.6765551020408163, 1.386s
215, 51.5: 0.6765224489795917, 1.274s
215, 53: 0.6764734693877549, 1.383s
215, 54.5: 0.6763755102040817, 1.281s
215, 56: 0.6763591836734694, 1.337s
215, 57.5: 0.6762938775510204, 1.68s
215, 59: 0.6764408163265307, 1.609s
215, 60.5: 0.6764734693877553, 1.687s
215, 62: 0.6763918367346939, 1.624s
215, 63.5: 0.6760816326530613, 1.656s
215, 65: 0.6760489795918366, 1.264s
215, 66.5: 0.6760000000000003, 1.326s
215, 68: 0.676, 1.249s
215, 69.5: 0.6759999999999999, 1.215s
215, 71: 0.6761469387755102, 1.234s
220, 27.5: 0.6766204081632654, 1.28s
220, 29: 0.6765877551020409, 1.259s
220, 30.5: 0.6766040816326532, 1.351s
220, 32: 0.6766040816326532, 1.214s
220, 33.5: 0.6766204081632654, 1.332s
220, 35: 0.6766530612244899, 1.305s
220, 36.5: 0.6766204081632652, 1.572s
220, 38: 0.6765714285714285, 1.388s
220, 39.5: 0.6766204081632652, 1.343s
220, 41: 0.6765714285714286, 1.328s
220, 42.5: 0.6765224489795918, 1.29s
220, 44: 0.6765387755102041, 1.386s
220, 45.5: 0.6765714285714285, 1.289s
220, 47: 0.6765224489795918, 1.214s
220, 48.5: 0.6765877551020408, 1.228s
220, 50: 0.6764897959183672, 1.213s
220, 51.5: 0.6764897959183673, 1.5s
220, 53: 0.6764408163265307, 1.483s
220, 54.5: 0.676391836734694, 1.415s
220, 56: 0.6763591836734695, 1.364s
220, 57.5: 0.6764244897959183, 1.283s
220, 59: 0.6763428571428571, 1.216s
220, 60.5: 0.6761959183673469, 1.23s
220, 62: 0.6764408163265305, 1.217s
220, 63.5: 0.6762448979591837, 1.437s
220, 65: 0.6761469387755104, 1.287s
220, 66.5: 0.6761142857142858, 1.387s
220, 68: 0.6760816326530616, 1.233s
220, 69.5: 0.6760816326530614, 1.296s
220, 71: 0.675983673469388, 1.217s
225, 27.5: 0.6764081632653063, 1.427s
225, 29: 0.6764081632653063, 1.458s
225, 30.5: 0.6763918367346939, 1.267s
225, 32: 0.6763918367346937, 1.356s
225, 33.5: 0.6763918367346937, 1.492s
225, 35: 0.6763428571428571, 1.255s
225, 36.5: 0.6763755102040817, 1.219s
225, 38: 0.6763591836734695, 1.396s
225, 39.5: 0.6763102040816327, 1.509s
225, 41: 0.6763591836734695, 1.214s
225, 42.5: 0.6763428571428572, 1.317s
225, 44: 0.6764897959183674, 1.218s
225, 45.5: 0.6764408163265307, 1.374s
225, 47: 0.6764408163265307, 1.314s
225, 48.5: 0.6764571428571431, 1.259s
225, 50: 0.6764897959183674, 1.33s
225, 51.5: 0.6764244897959186, 1.206s
225, 53: 0.6764734693877553, 1.267s
225, 54.5: 0.6765061224489797, 1.224s
225, 56: 0.6761959183673468, 1.362s
225, 57.5: 0.6760816326530612, 1.431s
225, 59: 0.676, 1.457s
225, 60.5: 0.6759510204081635, 1.439s
225, 62: 0.6759346938775512, 1.44s
225, 63.5: 0.6758204081632655, 1.582s
225, 65: 0.6759346938775509, 1.372s
225, 66.5: 0.6760163265306122, 1.273s
225, 68: 0.6759510204081631, 1.211s
225, 69.5: 0.6762448979591836, 1.222s
225, 71: 0.6761632653061226, 1.219s
230, 27.5: 0.6762775510204082, 1.209s
230, 29: 0.6762775510204082, 1.225s
230, 30.5: 0.6762938775510204, 1.206s
230, 32: 0.6763102040816327, 1.285s
230, 33.5: 0.6762938775510204, 1.312s
230, 35: 0.6762612244897959, 1.342s
230, 36.5: 0.6762775510204081, 1.344s
230, 38: 0.6762775510204082, 1.459s
230, 39.5: 0.6761795918367346, 1.377s
230, 41: 0.676130612244898, 1.281s
230, 42.5: 0.6761469387755104, 1.206s
230, 44: 0.6761632653061226, 1.214s
230, 45.5: 0.6761795918367346, 1.227s
230, 47: 0.6761795918367346, 1.225s
230, 48.5: 0.6760489795918367, 1.224s
230, 50: 0.676065306122449, 1.31s
230, 51.5: 0.6765224489795919, 1.214s
230, 53: 0.6764734693877551, 1.216s
230, 54.5: 0.6765714285714286, 1.373s
230, 56: 0.6764408163265305, 1.412s
230, 57.5: 0.6765061224489796, 1.263s
230, 59: 0.6763918367346939, 1.465s
230, 60.5: 0.675738775510204, 1.203s
230, 62: 0.6756571428571427, 1.23s
230, 63.5: 0.6756081632653063, 1.216s
230, 65: 0.6755591836734693, 1.227s
230, 66.5: 0.6755102040816326, 1.213s
230, 68: 0.6756408163265306, 1.221s
230, 69.5: 0.6757387755102043, 1.22s
230, 71: 0.675722448979592, 1.234s
235, 27.5: 0.6762612244897959, 1.203s
235, 29: 0.6762775510204081, 1.251s
235, 30.5: 0.6762775510204081, 1.448s
235, 32: 0.6762448979591836, 1.453s
235, 33.5: 0.6762285714285714, 1.375s
235, 35: 0.6761959183673468, 1.368s
235, 36.5: 0.6761632653061224, 1.216s
235, 38: 0.6761469387755102, 1.384s
235, 39.5: 0.6759510204081631, 1.323s
235, 41: 0.6759346938775509, 1.242s
235, 42.5: 0.6759346938775509, 1.205s
235, 44: 0.6759346938775509, 1.212s
235, 45.5: 0.6759999999999999, 1.317s
235, 47: 0.6760163265306122, 1.333s
235, 48.5: 0.6760653061224489, 1.559s
235, 50: 0.6759999999999998, 1.394s
235, 51.5: 0.6759020408163263, 1.395s
235, 53: 0.6758857142857141, 1.366s
235, 54.5: 0.6758040816326532, 1.359s
235, 56: 0.6759020408163267, 2.029s
235, 57.5: 0.676065306122449, 1.776s
235, 59: 0.6760326530612245, 2.12s
235, 60.5: 0.6759346938775511, 1.946s
235, 62: 0.675738775510204, 2.424s
235, 63.5: 0.675804081632653, 2.259s
235, 65: 0.6755591836734693, 1.727s
235, 66.5: 0.6755102040816329, 1.323s
235, 68: 0.6754122448979593, 1.774s
235, 69.5: 0.6754938775510206, 1.624s
235, 71: 0.6756734693877552, 1.249s
240, 27.5: 0.6761142857142858, 1.358s
240, 29: 0.6761142857142858, 1.547s
240, 30.5: 0.6760979591836735, 1.724s
240, 32: 0.676130612244898, 1.653s
240, 33.5: 0.6761142857142857, 1.436s
240, 35: 0.6760489795918366, 1.473s
240, 36.5: 0.6760326530612244, 1.491s
240, 38: 0.6760489795918367, 1.384s
240, 39.5: 0.6760489795918367, 1.232s
240, 41: 0.6760326530612244, 1.229s
240, 42.5: 0.6760326530612244, 1.211s
240, 44: 0.6760163265306122, 1.223s
240, 45.5: 0.6759673469387754, 1.33s
240, 47: 0.6759836734693878, 1.444s
240, 48.5: 0.6759346938775511, 1.368s
240, 50: 0.6759673469387754, 1.399s
240, 51.5: 0.6759999999999999, 1.28s
240, 53: 0.6759510204081632, 1.237s
240, 54.5: 0.6759510204081635, 1.234s
240, 56: 0.6759020408163268, 1.229s
240, 57.5: 0.6757387755102043, 1.218s
240, 59: 0.6757877551020409, 1.538s
240, 60.5: 0.6756897959183674, 1.323s
240, 62: 0.6756734693877552, 1.228s
240, 63.5: 0.6755755102040817, 1.237s
240, 65: 0.6754285714285715, 1.225s
240, 66.5: 0.6754285714285713, 1.24s
240, 68: 0.6754122448979593, 1.425s
240, 69.5: 0.6752489795918367, 1.256s
240, 71: 0.6750367346938776, 1.247s
245, 27.5: 0.6759020408163267, 1.225s
245, 29: 0.6758857142857144, 1.209s
245, 30.5: 0.6758693877551022, 1.229s
245, 32: 0.6758693877551022, 1.216s
245, 33.5: 0.6758857142857144, 1.215s
245, 35: 0.6759020408163267, 1.227s
245, 36.5: 0.6759346938775511, 1.224s
245, 38: 0.6759020408163265, 1.223s
245, 39.5: 0.6758693877551021, 1.226s
245, 41: 0.6758530612244897, 1.278s
245, 42.5: 0.6758367346938775, 1.406s
245, 44: 0.6757877551020407, 1.264s
245, 45.5: 0.6757061224489798, 1.219s
245, 47: 0.675722448979592, 1.219s
245, 48.5: 0.6757714285714284, 1.226s
245, 50: 0.6758040816326529, 1.213s
245, 51.5: 0.675738775510204, 1.222s
245, 53: 0.6757877551020409, 1.215s
245, 54.5: 0.6756734693877553, 1.233s
245, 56: 0.6756897959183676, 1.255s
245, 57.5: 0.6756571428571431, 1.211s
245, 59: 0.6755755102040818, 1.226s
245, 60.5: 0.6754122448979594, 1.305s
245, 62: 0.6753306122448981, 1.38s
245, 63.5: 0.6753142857142858, 1.277s
245, 65: 0.6755591836734695, 1.214s
245, 66.5: 0.6752163265306124, 1.218s
245, 68: 0.6751183673469389, 1.217s
245, 69.5: 0.67505306122449, 1.222s
245, 71: 0.6751346938775511, 1.218s
250, 27.5: 0.6754612244897962, 1.201s
250, 29: 0.6754775510204084, 1.258s
250, 30.5: 0.6754938775510206, 1.209s
250, 32: 0.6755102040816329, 1.216s
250, 33.5: 0.6754938775510206, 1.213s
250, 35: 0.6754775510204084, 1.338s
250, 36.5: 0.6754775510204083, 1.351s
250, 38: 0.6754612244897961, 1.267s
250, 39.5: 0.6754448979591838, 1.213s
250, 41: 0.6753632653061226, 1.211s
250, 42.5: 0.6753142857142859, 1.208s
250, 44: 0.6752979591836735, 1.216s
250, 45.5: 0.6752816326530613, 1.229s
250, 47: 0.6752653061224492, 1.227s
250, 48.5: 0.6752816326530613, 1.219s
250, 50: 0.6752163265306124, 1.216s
250, 51.5: 0.6752000000000002, 1.205s
250, 53: 0.6751673469387758, 1.217s
250, 54.5: 0.6751020408163266, 1.349s
250, 56: 0.6751020408163266, 1.323s
250, 57.5: 0.6750857142857143, 1.265s
250, 59: 0.6752163265306121, 1.207s
250, 60.5: 0.6750367346938776, 1.226s
250, 62: 0.6750530612244898, 1.219s
250, 63.5: 0.6749387755102041, 1.349s
250, 65: 0.6748571428571428, 1.311s
250, 66.5: 0.6747591836734695, 1.247s
250, 68: 0.6747102040816327, 1.207s
250, 69.5: 0.6749551020408165, 1.225s
250, 71: 0.6750040816326534, 1.23s
255, 27.5: 0.6752816326530613, 1.209s
255, 29: 0.6752653061224492, 1.446s
255, 30.5: 0.6752326530612245, 1.265s
255, 32: 0.6752326530612245, 1.248s
255, 33.5: 0.6752000000000001, 1.218s
255, 35: 0.6751183673469388, 1.213s
255, 36.5: 0.6750857142857142, 1.22s
255, 38: 0.6750857142857142, 1.213s
255, 39.5: 0.6750857142857142, 1.226s
255, 41: 0.6750530612244898, 1.224s
255, 42.5: 0.6750367346938776, 1.223s
255, 44: 0.674987755102041, 1.222s
255, 45.5: 0.674922448979592, 1.205s
255, 47: 0.6748571428571429, 1.246s
255, 48.5: 0.6748571428571428, 1.425s
255, 50: 0.6749224489795919, 1.253s
255, 51.5: 0.6749714285714287, 1.246s
255, 53: 0.6750204081632654, 1.214s
255, 54.5: 0.6750857142857143, 1.245s
255, 56: 0.674987755102041, 1.208s
255, 57.5: 0.6749387755102042, 1.214s
255, 59: 0.6749387755102041, 1.21s
255, 60.5: 0.6749551020408162, 1.234s
255, 62: 0.674873469387755, 1.223s
255, 63.5: 0.6749551020408162, 1.219s
255, 65: 0.6749387755102041, 1.218s
255, 66.5: 0.6747265306122451, 1.271s
255, 68: 0.6747265306122451, 1.404s
255, 69.5: 0.6747591836734695, 1.271s
255, 71: 0.6747102040816328, 1.234s
260, 27.5: 0.6748571428571429, 1.22s
260, 29: 0.6748571428571429, 1.202s
260, 30.5: 0.6748734693877552, 1.218s
260, 32: 0.6748408163265307, 1.21s
260, 33.5: 0.6748408163265307, 1.231s
260, 35: 0.6748408163265307, 1.2s
260, 36.5: 0.6748408163265307, 1.203s
260, 38: 0.6747755102040817, 1.224s
260, 39.5: 0.6747755102040817, 1.208s
260, 41: 0.674726530612245, 1.288s
260, 42.5: 0.6746938775510205, 1.363s
260, 44: 0.6746448979591837, 1.27s
260, 45.5: 0.6746448979591837, 1.211s
260, 47: 0.6746448979591836, 1.221s
260, 48.5: 0.6746775510204079, 1.214s
260, 50: 0.674808163265306, 1.214s
260, 51.5: 0.6748081632653061, 1.255s
260, 53: 0.674873469387755, 1.207s
260, 54.5: 0.6748897959183674, 1.344s
260, 56: 0.6748897959183673, 1.243s
260, 57.5: 0.6747591836734692, 1.204s
260, 59: 0.6748244897959182, 1.312s
260, 60.5: 0.6748081632653061, 1.348s
260, 62: 0.6746938775510205, 1.45s
260, 63.5: 0.6747755102040816, 1.275s
260, 65: 0.6748244897959184, 1.234s
260, 66.5: 0.6748081632653061, 1.213s
260, 68: 0.6747755102040817, 1.204s
260, 69.5: 0.6747591836734695, 1.21s
260, 71: 0.6747755102040816, 1.203s
265, 27.5: 0.674595918367347, 1.208s
265, 29: 0.6745795918367348, 1.226s
265, 30.5: 0.6745795918367348, 1.2s
265, 32: 0.6745795918367348, 1.238s
265, 33.5: 0.6745632653061225, 1.213s
265, 35: 0.6745469387755104, 1.393s
265, 36.5: 0.6745632653061225, 1.264s
265, 38: 0.674530612244898, 1.259s
265, 39.5: 0.6745142857142856, 1.256s
265, 41: 0.674530612244898, 1.208s
265, 42.5: 0.6744489795918368, 1.209s
265, 44: 0.6744979591836734, 1.2s
265, 45.5: 0.6744489795918366, 1.214s
265, 47: 0.6744326530612242, 1.218s
265, 48.5: 0.6744326530612242, 1.222s
265, 50: 0.6744979591836733, 1.2s
265, 51.5: 0.6745306122448979, 1.216s
265, 53: 0.6744816326530612, 1.21s
265, 54.5: 0.6745142857142858, 1.441s
265, 56: 0.6744653061224491, 1.271s
265, 57.5: 0.6743836734693878, 1.263s
265, 59: 0.6744489795918368, 1.202s
265, 60.5: 0.6744979591836734, 1.203s
265, 62: 0.6745632653061223, 1.216s
265, 63.5: 0.6744979591836734, 1.214s
265, 65: 0.674530612244898, 1.209s
265, 66.5: 0.6745469387755104, 1.2s
265, 68: 0.6745306122448983, 1.213s
265, 69.5: 0.6744000000000001, 1.211s
265, 71: 0.6743183673469386, 1.202s
270, 27.5: 0.6744489795918366, 1.209s
270, 29: 0.6744489795918366, 1.402s
270, 30.5: 0.6744653061224488, 1.254s
270, 32: 0.674481632653061, 1.259s
270, 33.5: 0.6744816326530612, 1.221s
270, 35: 0.674465306122449, 1.213s
270, 36.5: 0.6745142857142858, 1.209s
270, 38: 0.6744979591836736, 1.215s
270, 39.5: 0.6744653061224491, 1.212s
270, 41: 0.6744489795918368, 1.226s
270, 42.5: 0.6744, 1.212s
270, 44: 0.6743510204081634, 1.197s
270, 45.5: 0.6743510204081634, 1.225s
270, 47: 0.6743510204081634, 1.237s
270, 48.5: 0.6743673469387755, 1.415s
270, 50: 0.6743673469387754, 1.276s
270, 51.5: 0.6743510204081632, 1.203s
270, 53: 0.6743836734693877, 1.207s
270, 54.5: 0.6742693877551019, 1.324s
270, 56: 0.674334693877551, 1.578s
270, 57.5: 0.6743183673469387, 1.265s
270, 59: 0.674334693877551, 1.206s
270, 60.5: 0.6743346938775511, 1.198s
270, 62: 0.6742204081632653, 1.21s
270, 63.5: 0.6741877551020409, 1.214s
270, 65: 0.6742204081632653, 1.203s
270, 66.5: 0.6741551020408165, 1.381s
270, 68: 0.6740408163265309, 1.309s
270, 69.5: 0.6740408163265308, 1.272s
270, 71: 0.674122448979592, 1.218s
275, 27.5: 0.6740571428571428, 1.209s
275, 29: 0.6740571428571428, 1.205s
275, 30.5: 0.674073469387755, 1.205s
275, 32: 0.6740897959183673, 1.204s
275, 33.5: 0.6740897959183673, 1.207s
275, 35: 0.6741061224489796, 1.207s
275, 36.5: 0.6741061224489796, 1.214s
275, 38: 0.6741061224489796, 1.203s
275, 39.5: 0.6741224489795918, 1.208s
275, 41: 0.6740897959183674, 1.328s
275, 42.5: 0.6740571428571428, 1.291s
275, 44: 0.6740897959183673, 1.251s
275, 45.5: 0.6741224489795917, 1.201s
275, 47: 0.6741061224489795, 1.22s
275, 48.5: 0.6741387755102041, 1.206s
275, 50: 0.6742040816326531, 1.197s
275, 51.5: 0.6739918367346938, 1.19s
275, 53: 0.6740244897959182, 1.212s
275, 54.5: 0.6740408163265306, 1.216s
275, 56: 0.6739918367346937, 1.208s
275, 57.5: 0.6739265306122446, 1.248s
275, 59: 0.6739755102040814, 1.298s
275, 60.5: 0.6740244897959181, 1.452s
275, 62: 0.6739918367346938, 1.322s
275, 63.5: 0.6740897959183674, 1.34s
275, 65: 0.6740734693877551, 1.256s
275, 66.5: 0.6739591836734695, 1.193s
275, 68: 0.6738285714285714, 1.197s
275, 69.5: 0.6737632653061225, 1.228s
275, 71: 0.6738612244897959, 1.213s
280, 27.5: 0.6742857142857142, 1.199s
280, 29: 0.6743020408163264, 1.231s
280, 30.5: 0.6742693877551019, 1.204s
280, 32: 0.6742693877551019, 1.212s
280, 33.5: 0.6742693877551019, 1.201s
280, 35: 0.6742530612244897, 1.402s
280, 36.5: 0.6742367346938775, 1.233s
280, 38: 0.6742367346938775, 1.278s
280, 39.5: 0.6742040816326529, 1.207s
280, 41: 0.6741714285714285, 1.23s
280, 42.5: 0.6741551020408163, 1.203s
280, 44: 0.6741551020408163, 1.202s
280, 45.5: 0.6741551020408163, 1.201s
280, 47: 0.6740734693877551, 1.267s
280, 48.5: 0.6740408163265308, 1.21s
280, 50: 0.6741224489795922, 1.202s
280, 51.5: 0.6740897959183677, 1.211s
280, 53: 0.6740408163265309, 1.199s
280, 54.5: 0.6739428571428573, 1.417s
280, 56: 0.6739591836734694, 1.244s
280, 57.5: 0.6739755102040816, 1.259s
280, 59: 0.673942857142857, 1.192s
280, 60.5: 0.6740571428571427, 1.214s
280, 62: 0.6739918367346938, 1.191s
280, 63.5: 0.6739918367346938, 1.203s
280, 65: 0.6739755102040814, 1.201s
280, 66.5: 0.6739102040816326, 1.211s
280, 68: 0.6738448979591837, 1.228s
280, 69.5: 0.6738285714285714, 1.196s
280, 71: 0.6737795918367349, 1.199s
285, 27.5: 0.673942857142857, 1.205s
285, 29: 0.673942857142857, 1.413s
285, 30.5: 0.673942857142857, 1.234s
285, 32: 0.673942857142857, 1.256s
285, 33.5: 0.6739265306122448, 1.204s
285, 35: 0.6739265306122448, 1.201s
285, 36.5: 0.6739102040816326, 1.197s
285, 38: 0.6739102040816326, 1.202s
285, 39.5: 0.6739102040816326, 1.193s
285, 41: 0.673926530612245, 1.205s
285, 42.5: 0.6737959183673471, 1.206s
285, 44: 0.6738122448979592, 1.201s
285, 45.5: 0.673861224489796, 1.206s
285, 47: 0.6738612244897962, 1.198s
285, 48.5: 0.6738285714285714, 1.409s
285, 50: 0.6738122448979592, 1.234s
285, 51.5: 0.6738448979591837, 1.266s
285, 53: 0.6738285714285717, 1.206s
285, 54.5: 0.6738775510204085, 1.197s
285, 56: 0.6738938775510205, 1.204s
285, 57.5: 0.6738612244897959, 1.191s
285, 59: 0.6738938775510204, 1.199s
285, 60.5: 0.6738448979591837, 1.211s
285, 62: 0.6738122448979591, 1.203s
285, 63.5: 0.6738448979591836, 1.202s
285, 65: 0.6737795918367345, 1.193s
285, 66.5: 0.6737306122448977, 1.205s
285, 68: 0.6737959183673466, 1.36s
285, 69.5: 0.6737306122448977, 1.253s
285, 71: 0.6737632653061225, 1.263s
290, 27.5: 0.6738285714285713, 1.203s
290, 29: 0.6736816326530611, 1.191s
290, 30.5: 0.6736979591836735, 1.195s
290, 32: 0.6737306122448978, 1.2s
290, 33.5: 0.6737142857142855, 1.197s
290, 35: 0.6737142857142857, 1.197s
290, 36.5: 0.6737306122448978, 1.201s
290, 38: 0.6737306122448978, 1.22s
290, 39.5: 0.6737142857142855, 1.202s
290, 41: 0.6737142857142855, 1.199s
290, 42.5: 0.6737306122448977, 1.344s
290, 44: 0.6737469387755101, 1.26s
290, 45.5: 0.6737795918367346, 1.257s
290, 47: 0.6737306122448978, 1.209s
290, 48.5: 0.6737469387755103, 1.203s
290, 50: 0.6737142857142858, 1.202s
290, 51.5: 0.6736979591836736, 1.207s
290, 53: 0.6736816326530614, 1.198s
290, 54.5: 0.6736979591836735, 1.197s
290, 56: 0.673665306122449, 1.199s
290, 57.5: 0.673730612244898, 1.207s
290, 59: 0.6736979591836733, 1.201s
290, 60.5: 0.6736, 1.195s
290, 62: 0.6736, 1.352s
290, 63.5: 0.6736816326530612, 1.311s
290, 65: 0.6735836734693876, 1.259s
290, 66.5: 0.6735673469387754, 1.378s
290, 68: 0.6736653061224487, 1.309s
290, 69.5: 0.6736653061224489, 1.337s
290, 71: 0.6735346938775509, 1.269s
295, 27.5: 0.6738775510204081, 1.212s
295, 29: 0.6738612244897959, 1.2s
295, 30.5: 0.6738612244897959, 1.199s
295, 32: 0.6738612244897959, 1.201s
295, 33.5: 0.6738612244897959, 1.218s
295, 35: 0.6738448979591836, 1.205s
295, 36.5: 0.6738285714285713, 1.422s
295, 38: 0.6738285714285713, 1.229s
295, 39.5: 0.673812244897959, 1.249s
295, 41: 0.6738122448979591, 1.189s
295, 42.5: 0.6737959183673469, 1.192s
295, 44: 0.6738122448979591, 1.21s
295, 45.5: 0.6738285714285713, 1.195s
295, 47: 0.6738122448979591, 1.21s
295, 48.5: 0.6737959183673469, 1.203s
295, 50: 0.6738285714285713, 1.207s
295, 51.5: 0.6738612244897959, 1.195s
295, 53: 0.6738775510204082, 1.19s
295, 54.5: 0.6738448979591837, 1.219s
295, 56: 0.6738448979591837, 1.413s
