CodeForces average performance (50 contests, top-50):
295, 57.5: 0.673877551020408, 1.239s
295, 59: 0.673877551020408, 1.229s
295, 60.5: 0.67374693877551, 1.235s
295, 62: 0.6736979591836735, 1.198s
295, 63.5: 0.6736163265306122, 1.199s
295, 65: 0.6736326530612244, 2.379s
295, 66.5: 0.6736326530612244, 1.43s
295, 68: 0.6736816326530612, 1.199s
295, 69.5: 0.6737306122448978, 1.19s
295, 71: 0.6736326530612243, 1.198s
300, 27.5: 0.6736163265306125, 1.255s
300, 29: 0.6736163265306125, 1.414s
300, 30.5: 0.6736000000000003, 1.234s
300, 32: 0.6735510204081636, 1.204s
300, 33.5: 0.6735673469387758, 1.191s
300, 35: 0.6736326530612247, 1.197s
300, 36.5: 0.6736163265306125, 1.207s
300, 38: 0.6736163265306125, 1.194s
300, 39.5: 0.6736000000000003, 1.196s
300, 41: 0.6736326530612247, 1.23s
300, 42.5: 0.6736489795918369, 1.193s
300, 44: 0.6736979591836736, 1.193s
300, 45.5: 0.6737469387755103, 1.202s
300, 47: 0.6737632653061225, 1.214s
300, 48.5: 0.6737306122448978, 1.41s
300, 50: 0.6736979591836735, 1.243s
300, 51.5: 0.6736653061224489, 1.226s
300, 53: 0.6736979591836735, 1.215s
300, 54.5: 0.673665306122449, 1.19s
300, 56: 0.6736816326530612, 1.191s
300, 57.5: 0.6737306122448977, 1.204s
300, 59: 0.6737306122448978, 1.206s
300, 60.5: 0.6737795918367345, 1.206s
300, 62: 0.6737306122448977, 1.205s
300, 63.5: 0.6736979591836735, 1.195s
300, 65: 0.6736163265306123, 1.201s
300, 66.5: 0.673730612244898, 1.217s
300, 68: 0.673665306122449, 1.396s
300, 69.5: 0.6736653061224489, 1.252s
300, 71: 0.6736326530612243, 1.222s
305, 27.5: 0.673469387755102, 1.206s
305, 29: 0.673469387755102, 1.192s
305, 30.5: 0.6735020408163266, 1.2s
305, 32: 0.6734857142857144, 1.201s
305, 33.5: 0.6734857142857144, 1.188s
305, 35: 0.6735183673469387, 1.199s
305, 36.5: 0.6735183673469387, 1.192s
305, 38: 0.6735346938775512, 1.213s
305, 39.5: 0.6736000000000001, 1.192s
305, 41: 0.6736000000000001, 1.194s
305, 42.5: 0.6735673469387757, 1.403s
305, 44: 0.673583673469388, 1.224s
305, 45.5: 0.6735673469387757, 1.671s
305, 47: 0.673583673469388, 1.765s
305, 48.5: 0.6735673469387757, 1.423s
305, 50: 0.6736163265306123, 1.404s
305, 51.5: 0.6736326530612247, 1.276s
305, 53: 0.6735836734693877, 1.208s
305, 54.5: 0.6735673469387757, 1.203s
305, 56: 0.6735346938775509, 1.201s
305, 57.5: 0.6735346938775509, 1.2s
305, 59: 0.6735836734693877, 1.234s
305, 60.5: 0.6735510204081632, 1.408s
305, 62: 0.6734693877551021, 1.263s
305, 63.5: 0.6734204081632653, 1.205s
305, 65: 0.6733551020408164, 1.26s
305, 66.5: 0.6733061224489795, 1.197s
305, 68: 0.6733877551020407, 1.191s
305, 69.5: 0.6733714285714284, 1.182s
305, 71: 0.6733714285714284, 1.205s
310, 27.5: 0.6732897959183675, 1.209s
310, 29: 0.673257142857143, 1.199s
310, 30.5: 0.673257142857143, 1.189s
310, 32: 0.673257142857143, 1.193s
310, 33.5: 0.673257142857143, 1.231s
310, 35: 0.6732734693877552, 1.419s
310, 36.5: 0.6733224489795918, 1.246s
310, 38: 0.6733061224489796, 1.189s
310, 39.5: 0.673322448979592, 1.204s
310, 41: 0.6733387755102043, 1.184s
310, 42.5: 0.6733387755102043, 1.197s
310, 44: 0.6733877551020409, 1.197s
310, 45.5: 0.6734367346938777, 1.195s
310, 47: 0.673404081632653, 1.2s
310, 48.5: 0.6734040816326531, 1.2s
310, 50: 0.6734040816326531, 1.184s
310, 51.5: 0.6733551020408164, 1.207s
310, 53: 0.673338775510204, 1.18s
310, 54.5: 0.6733877551020409, 1.424s
310, 56: 0.6734040816326531, 1.223s
310, 57.5: 0.6733714285714284, 1.234s
310, 59: 0.6733714285714285, 1.191s
310, 60.5: 0.673338775510204, 1.186s
310, 62: 0.6733387755102043, 1.194s
310, 63.5: 0.6732571428571429, 1.197s
310, 65: 0.6733551020408164, 1.184s
310, 66.5: 0.6733714285714286, 1.194s
310, 68: 0.6734204081632652, 1.202s
310, 69.5: 0.6734693877551021, 1.195s
310, 71: 0.6733877551020407, 1.189s
315, 27.5: 0.6730775510204081, 1.19s
315, 29: 0.6730938775510203, 1.389s
315, 30.5: 0.6730938775510203, 1.26s
315, 32: 0.6731102040816326, 1.26s
315, 33.5: 0.6731102040816326, 1.202s
315, 35: 0.6731102040816327, 1.202s
315, 36.5: 0.6731265306122449, 1.197s
315, 38: 0.6731428571428572, 1.189s
315, 39.5: 0.6731591836734694, 1.178s
315, 41: 0.6731428571428572, 1.194s
315, 42.5: 0.6731755102040816, 1.194s
315, 44: 0.6731755102040817, 1.215s
315, 45.5: 0.6731755102040816, 1.186s
315, 47: 0.673142857142857, 1.189s
315, 48.5: 0.6731102040816325, 1.335s
315, 50: 0.6730938775510202, 1.297s
315, 51.5: 0.6730938775510202, 1.237s
315, 53: 0.6730448979591835, 1.191s
315, 54.5: 0.6730612244897959, 1.184s
315, 56: 0.6730448979591838, 1.47s
315, 57.5: 0.6730612244897959, 1.32s
315, 59: 0.6730775510204081, 1.198s
315, 60.5: 0.6729632653061226, 1.194s
315, 62: 0.6728816326530612, 1.232s
315, 63.5: 0.6728816326530612, 2.016s
315, 65: 0.6728979591836735, 1.56s
315, 66.5: 0.6729469387755103, 2.307s
315, 68: 0.6729959183673471, 1.288s
315, 69.5: 0.6730122448979592, 1.239s
315, 71: 0.672995918367347, 1.196s
320, 27.5: 0.6727836734693876, 1.322s
320, 29: 0.6727836734693876, 1.223s
320, 30.5: 0.6727346938775508, 1.216s
320, 32: 0.6727183673469387, 1.198s
320, 33.5: 0.6727183673469387, 1.198s
320, 35: 0.6726857142857142, 1.196s
320, 36.5: 0.6727020408163265, 1.191s
320, 38: 0.6727020408163265, 1.221s
320, 39.5: 0.6727020408163265, 1.372s
320, 41: 0.6727183673469387, 1.243s
320, 42.5: 0.672734693877551, 1.231s
320, 44: 0.6727183673469388, 1.206s
320, 45.5: 0.6727183673469388, 1.19s
320, 47: 0.672734693877551, 1.191s
320, 48.5: 0.6727020408163265, 1.187s
320, 50: 0.6727020408163265, 1.191s
320, 51.5: 0.6727020408163265, 1.21s
320, 53: 0.672669387755102, 1.188s
320, 54.5: 0.6726857142857143, 1.205s
320, 56: 0.6726204081632655, 1.19s
320, 57.5: 0.6726367346938776, 1.201s
320, 59: 0.6726204081632655, 1.327s
320, 60.5: 0.6726040816326533, 1.288s
320, 62: 0.672522448979592, 1.233s
320, 63.5: 0.6725714285714287, 1.183s
320, 65: 0.6725061224489797, 1.19s
320, 66.5: 0.6724897959183675, 1.187s
320, 68: 0.6725551020408166, 1.195s
320, 69.5: 0.6726204081632655, 1.195s
320, 71: 0.6727020408163265, 1.181s
TopCoder average performance (50 contests, top-50):
0.05: 0.6608489795918367, 0.66s
0.1: 0.6599510204081632, 0.673s
0.15000000000000002: 0.6589061224489796, 0.677s
0.2: 0.658465306122449, 0.68s
0.25: 0.6587918367346941, 0.708s
0.30000000000000004: 0.657534693877551, 0.724s
0.35000000000000003: 0.6577632653061225, 0.719s
0.4: 0.6573551020408162, 0.8s
0.45: 0.6577469387755105, 0.913s
0.5: 0.6580734693877551, 0.776s
0.55: 0.6586612244897961, 0.832s
0.6000000000000001: 0.6587265306122448, 0.783s
0.65: 0.658938775510204, 0.805s
0.7000000000000001: 0.6587918367346941, 0.83s
0.75: 0.6590693877551019, 0.814s
0.8: 0.6600326530612244, 0.826s
0.8500000000000001: 0.6607183673469388, 0.832s
0.9: 0.6609959183673471, 0.863s
0.9500000000000001: 0.6602285714285714, 0.841s
TrueSkill average performance (50 contests, top-50):
0.1, 160, 7.5: 0.6872653061224492, 0.962s
0.1, 160, 10: 0.6875102040816327, 0.958s
0.1, 160, 12.5: 0.6873469387755101, 0.955s
0.1, 160, 15: 0.6870040816326529, 0.975s
0.1, 160, 17.5: 0.6872163265306124, 0.96s
0.1, 160, 20: 0.6871510204081633, 0.946s
0.1, 190, 7.5: 0.6859591836734694, 1.006s
0.1, 190, 10: 0.6859428571428572, 1.067s
0.1, 190, 12.5: 0.6858938775510204, 0.993s
0.1, 190, 15: 0.6859265306122448, 0.964s
0.1, 190, 17.5: 0.6858122448979593, 0.979s
0.1, 190, 20: 0.6857469387755104, 0.957s
0.1, 220, 7.5: 0.6842612244897959, 0.96s
0.1, 220, 10: 0.6843102040816327, 0.972s
0.1, 220, 12.5: 0.6844244897959184, 0.965s
0.1, 220, 15: 0.6844897959183674, 0.964s
0.1, 220, 17.5: 0.6843591836734695, 0.962s
0.1, 220, 20: 0.6840979591836736, 0.968s
0.1, 250, 7.5: 0.6837714285714286, 0.995s
0.1, 250, 10: 0.683804081632653, 0.97s
0.1, 250, 12.5: 0.6841142857142856, 0.959s
0.1, 250, 15: 0.6840489795918365, 0.97s
0.1, 250, 17.5: 0.6838367346938776, 0.97s
0.1, 250, 20: 0.6837061224489797, 1.093s
0.1, 280, 7.5: 0.6831183673469385, 0.973s
0.1, 280, 10: 0.6831020408163263, 1.001s
0.1, 280, 12.5: 0.6831673469387755, 0.973s
0.1, 280, 15: 0.6831836734693876, 0.972s
0.1, 280, 17.5: 0.6832326530612244, 0.971s
0.1, 280, 20: 0.6833142857142859, 0.994s
0.1, 310, 7.5: 0.6827755102040814, 0.976s
0.1, 310, 10: 0.6826938775510203, 0.99s
0.1, 310, 12.5: 0.6829714285714285, 0.989s
0.1, 310, 15: 0.6830040816326531, 0.99s
0.1, 310, 17.5: 0.6830367346938776, 0.983s
0.1, 310, 20: 0.6830367346938775, 0.991s
0.2, 160, 7.5: 0.687248979591837, 0.956s
0.2, 160, 10: 0.6875265306122451, 0.944s
0.2, 160, 12.5: 0.6873469387755102, 0.956s
0.2, 160, 15: 0.6869877551020409, 1.075s
0.2, 160, 17.5: 0.6871673469387756, 0.99s
0.2, 160, 20: 0.6871346938775511, 0.981s
0.2, 190, 7.5: 0.6860081632653062, 0.96s
0.2, 190, 10: 0.6859591836734694, 0.972s
0.2, 190, 12.5: 0.6859591836734693, 0.969s
0.2, 190, 15: 0.6858775510204081, 0.966s
0.2, 190, 17.5: 0.6858122448979593, 0.964s
0.2, 190, 20: 0.6857795918367349, 0.969s
0.2, 220, 7.5: 0.6842448979591838, 0.969s
0.2, 220, 10: 0.6843755102040815, 0.981s
0.2, 220, 12.5: 0.6844081632653062, 0.974s
0.2, 220, 15: 0.6844408163265305, 0.984s
0.2, 220, 17.5: 0.6843102040816327, 0.973s
0.2, 220, 20: 0.6841142857142857, 0.973s
0.2, 250, 7.5: 0.6837714285714286, 0.968s
0.2, 250, 10: 0.683804081632653, 1.14s
0.2, 250, 12.5: 0.6841142857142856, 1.047s
0.2, 250, 15: 0.6840489795918367, 1.001s
0.2, 250, 17.5: 0.6838040816326532, 0.967s
0.2, 250, 20: 0.6837061224489797, 0.985s
0.2, 280, 7.5: 0.6831183673469385, 0.968s
0.2, 280, 10: 0.6831510204081632, 0.973s
0.2, 280, 12.5: 0.6831836734693879, 0.979s
0.2, 280, 15: 0.6831836734693876, 1.033s
0.2, 280, 17.5: 0.6832979591836734, 1.157s
0.2, 280, 20: 0.6832489795918368, 0.969s
0.2, 310, 7.5: 0.6827591836734692, 0.984s
0.2, 310, 10: 0.682677551020408, 0.988s
0.2, 310, 12.5: 0.6829714285714285, 0.984s
0.2, 310, 15: 0.6830530612244899, 0.993s
0.2, 310, 17.5: 0.6831183673469389, 1s
0.2, 310, 20: 0.6830367346938775, 1.073s
0.30000000000000004, 160, 7.5: 0.6871836734693879, 1.004s
0.30000000000000004, 160, 10: 0.6875428571428572, 0.994s
0.30000000000000004, 160, 12.5: 0.687330612244898, 0.957s
0.30000000000000004, 160, 15: 0.6870204081632653, 0.953s
0.30000000000000004, 160, 17.5: 0.6872326530612246, 0.954s
0.30000000000000004, 160, 20: 0.6871510204081633, 0.946s
0.30000000000000004, 190, 7.5: 0.6861061224489798, 0.97s
0.30000000000000004, 190, 10: 0.6859755102040817, 0.969s
0.30000000000000004, 190, 12.5: 0.6860734693877549, 0.974s
0.30000000000000004, 190, 15: 0.6858448979591837, 0.96s
0.30000000000000004, 190, 17.5: 0.6858285714285717, 0.961s
0.30000000000000004, 190, 20: 0.6858122448979596, 0.971s
0.30000000000000004, 220, 7.5: 0.6842938775510204, 0.969s
0.30000000000000004, 220, 10: 0.6843755102040815, 0.976s
0.30000000000000004, 220, 12.5: 0.6844244897959186, 0.97s
0.30000000000000004, 220, 15: 0.6844081632653061, 0.985s
0.30000000000000004, 220, 17.5: 0.6843591836734695, 1.078s
0.30000000000000004, 220, 20: 0.6841142857142857, 1.011s
0.30000000000000004, 250, 7.5: 0.6837714285714286, 0.983s
0.30000000000000004, 250, 10: 0.6838040816326532, 0.967s
0.30000000000000004, 250, 12.5: 0.6840653061224488, 0.97s
0.30000000000000004, 250, 15: 0.6840489795918367, 0.963s
0.30000000000000004, 250, 17.5: 0.6838040816326532, 1.013s
0.30000000000000004, 250, 20: 0.6837061224489795, 0.983s
0.30000000000000004, 280, 7.5: 0.6831673469387752, 0.989s
0.30000000000000004, 280, 10: 0.6831510204081632, 0.996s
0.30000000000000004, 280, 12.5: 0.6832163265306123, 0.982s
0.30000000000000004, 280, 15: 0.6832326530612244, 0.99s
0.30000000000000004, 280, 17.5: 0.6833469387755102, 0.976s
0.30000000000000004, 280, 20: 0.6832653061224491, 0.975s
0.30000000000000004, 310, 7.5: 0.6828081632653058, 0.981s
0.30000000000000004, 310, 10: 0.6827102040816325, 0.984s
0.30000000000000004, 310, 12.5: 0.6829551020408162, 1.129s
0.30000000000000004, 310, 15: 0.6830204081632655, 1.016s
0.30000000000000004, 310, 17.5: 0.6831510204081632, 0.987s
0.30000000000000004, 310, 20: 0.6831020408163265, 0.984s
0.4, 160, 7.5: 0.687248979591837, 0.965s
0.4, 160, 10: 0.6874938775510206, 0.953s
0.4, 160, 12.5: 0.6872979591836733, 0.964s
0.4, 160, 15: 0.6870530612244901, 0.958s
0.4, 160, 17.5: 0.6871836734693878, 0.951s
0.4, 160, 20: 0.6871183673469389, 0.955s
0.4, 190, 7.5: 0.686057142857143, 0.971s
0.4, 190, 10: 0.6859918367346939, 0.965s
0.4, 190, 12.5: 0.686073469387755, 0.979s
0.4, 190, 15: 0.6859591836734694, 0.972s
0.4, 190, 17.5: 0.6858938775510205, 0.968s
0.4, 190, 20: 0.6857795918367348, 0.969s
0.4, 220, 7.5: 0.6842775510204082, 1.108s
0.4, 220, 10: 0.6843918367346938, 1.011s
0.4, 220, 12.5: 0.6844734693877551, 1.004s
0.4, 220, 15: 0.6844081632653061, 0.968s
0.4, 220, 17.5: 0.6843428571428573, 0.972s
0.4, 220, 20: 0.6841306122448979, 0.973s
0.4, 250, 7.5: 0.6837877551020408, 0.972s
0.4, 250, 10: 0.6838204081632654, 0.963s
0.4, 250, 12.5: 0.6840816326530611, 0.971s
0.4, 250, 15: 0.6840489795918367, 0.962s
0.4, 250, 17.5: 0.6838204081632654, 0.984s
0.4, 250, 20: 0.6837061224489795, 1.001s
0.4, 280, 7.5: 0.6831346938775511, 0.983s
0.4, 280, 10: 0.6831673469387755, 0.985s
0.4, 280, 12.5: 0.6832163265306125, 0.991s
0.4, 280, 15: 0.683216326530612, 0.983s
0.4, 280, 17.5: 0.683412244897959, 1.057s
0.4, 280, 20: 0.6832979591836735, 1.03s
0.4, 310, 7.5: 0.6828081632653058, 1.018s
0.4, 310, 10: 0.6827265306122448, 0.993s
0.4, 310, 12.5: 0.682938775510204, 0.99s
0.4, 310, 15: 0.6830367346938777, 0.982s
0.4, 310, 17.5: 0.6831183673469389, 0.993s
0.4, 310, 20: 0.6830857142857143, 0.99s
0.5, 160, 7.5: 0.6872326530612246, 0.961s
0.5, 160, 10: 0.6874448979591838, 0.959s
0.5, 160, 12.5: 0.6872489795918366, 0.966s
0.5, 160, 15: 0.686987755102041, 0.97s
0.5, 160, 17.5: 0.6872, 0.954s
0.5, 160, 20: 0.6871510204081634, 0.96s
0.5, 190, 7.5: 0.686057142857143, 0.972s
0.5, 190, 10: 0.6859428571428572, 0.976s
0.5, 190, 12.5: 0.6860897959183674, 1.042s
0.5, 190, 15: 0.685991836734694, 1.042s
0.5, 190, 17.5: 0.6858775510204081, 1.003s
0.5, 190, 20: 0.6858448979591836, 0.965s
0.5, 220, 7.5: 0.6843265306122448, 0.969s
0.5, 220, 10: 0.6843591836734693, 0.976s
0.5, 220, 12.5: 0.684457142857143, 0.969s
0.5, 220, 15: 0.6844734693877551, 0.972s
0.5, 220, 17.5: 0.6843102040816327, 0.975s
0.5, 220, 20: 0.6841469387755101, 0.966s
0.5, 250, 7.5: 0.6838204081632653, 0.977s
0.5, 250, 10: 0.6838204081632654, 0.977s
0.5, 250, 12.5: 0.6840816326530611, 0.967s
0.5, 250, 15: 0.6840489795918367, 0.972s
0.5, 250, 17.5: 0.6838857142857142, 0.975s
0.5, 250, 20: 0.6837061224489795, 0.964s
0.5, 280, 7.5: 0.6831346938775508, 1s
0.5, 280, 10: 0.6831183673469385, 1.118s
0.5, 280, 12.5: 0.6832, 0.993s
0.5, 280, 15: 0.6831999999999999, 0.997s
0.5, 280, 17.5: 0.6833795918367346, 0.977s
0.5, 280, 20: 0.6832489795918368, 0.977s
0.5, 310, 7.5: 0.6827918367346936, 0.983s
0.5, 310, 10: 0.6827428571428571, 0.986s
0.5, 310, 12.5: 0.6829224489795918, 0.978s
0.5, 310, 15: 0.6830204081632655, 0.992s
0.5, 310, 17.5: 0.6831346938775511, 0.991s
0.5, 310, 20: 0.6830857142857143, 0.985s
